num_nodes,num_replicas,local_bsz,step_time,sync_time
12,32,11,1.8814245164394379,1.0367911643981935
12,32,12,1.8715399205684662,0.9733879051208496
6,16,4,1.698314979672432,1.291911437988281
6,16,6,1.8789942115545273,1.3556734848022463
6,16,8,1.7569197565317154,1.1041525764465332
6,16,11,1.866180807352066,1.0240683097839356
6,16,12,1.8033214062452316,0.9117591896057129
8,24,4,1.6086969673633575,1.2096400909423828
8,24,6,1.6948868185281754,1.1781243743896483
8,24,8,1.6820739656686783,1.0420910148620606
8,24,11,1.726793572306633,0.9257091217041015
8,24,12,1.8173819333314896,0.957083095550537
16,48,4,1.7619259804487228,1.3106518936157228
16,48,6,1.7985203266143799,1.2640631179809572
16,48,8,1.8410388976335526,1.1578078536987306
16,48,11,1.8884654939174652,1.0435799598693847
16,48,12,2.2834744453430176,1.3199639511108396
12,40,4,1.6257839053869247,1.2076592178344727
12,40,6,1.7258635014295578,1.161448001861572
12,40,8,1.827427089214325,1.148316864013672
12,40,11,1.8626796156167984,1.0253299446105957
12,40,12,1.9257461875677109,1.0242546157836914
16,56,4,1.7896748632192612,1.357682144165039
16,56,6,1.7663068622350693,1.2350298614501956
16,56,8,1.803278535604477,1.1345252304077147
16,56,11,1.9125352799892426,1.0844722595214844
16,56,12,1.9024933576583862,1.0023768692016604
6,20,4,1.9074504226446152,1.505150779724121
6,20,6,1.7126823216676712,1.198541606903076
6,20,8,1.838469386100769,1.2037258377075195
6,20,11,1.9790026545524597,1.1603906898498535
6,20,12,1.9399997144937515,1.0757126159667967
8,28,4,1.6971169859170914,1.2682131118774416
8,28,6,1.597158506512642,1.050936725616455
8,28,8,1.754992812871933,1.0700782775878905
8,28,11,1.9576329439878464,1.1231453437805177
8,28,12,1.9196369051933289,1.0329120750427248
6,24,4,1.8420631438493729,1.4416297073364257
6,24,6,1.92338465154171,1.4066214981079106
6,24,8,1.8052041232585907,1.1635310401916505
6,24,11,2.0179328471422195,1.2147749023437497
6,24,12,1.8948083817958832,1.015313331604004
8,32,4,1.82762710750103,1.3704633178710937
8,32,6,1.8750227242708206,1.3276644020080568
8,32,8,1.8818533569574356,1.1985979309082033
8,32,11,1.9373313933610916,1.1136534271240233
8,32,12,2.044787272810936,1.1345083084106444
12,48,4,2.0726179778575897,1.649138511657715
12,48,6,1.901723712682724,1.3558332481384279
12,48,8,1.8843267410993576,1.2259079551696777
12,48,11,1.9102412164211273,1.0782106399536133
12,48,12,1.9572534710168839,1.0415369606018068
16,64,4,1.8735220730304718,1.4277545623779295
16,64,6,2.1309657096862793,1.591229118347168
16,64,8,2.099870890378952,1.4128026428222655
16,64,11,2.3455462604761124,1.541114311218262
16,64,12,2.231521874666214,1.3427189025878903
