name,time,application,num_replicas,batch_size
deepspeech2-147,24263,deepspeech2,1,20
cifar10-148,24918,cifar10,1,128
cifar10-149,25240,cifar10,1,128
ncf-150,25553,ncf,1,256
ncf-151,25640,ncf,1,256
cifar10-152,25661,cifar10,1,128
cifar10-153,25690,cifar10,1,128
deepspeech2-154,26246,deepspeech2,1,20
cifar10-155,26565,cifar10,1,128
bert-156,27082,bert,1,12
imagenet-157,27176,imagenet,32,6400
deepspeech2-158,27744,deepspeech2,1,20
deepspeech2-159,28253,deepspeech2,1,20
