name,time,application,num_replicas,batch_size
ncf-151,16935,ncf,1,32768
deepspeech2-152,16964,deepspeech2,6,320
cifar10-153,16974,cifar10,12,4096
ncf-154,17062,ncf,1,32768
bert-155,17166,bert,12,384
cifar10-156,17286,cifar10,12,4096
ncf-157,17322,ncf,1,32768
deepspeech2-158,17515,deepspeech2,8,320
bert-159,17549,bert,6,384
ncf-160,17552,ncf,1,32768
bert-161,17646,bert,16,384
cifar10-162,17699,cifar10,6,2048
ncf-163,17804,ncf,1,32768
deepspeech2-164,17817,deepspeech2,8,320
ncf-165,17941,ncf,1,32768
deepspeech2-166,17968,deepspeech2,12,640
deepspeech2-167,17968,deepspeech2,6,320
ncf-168,17974,ncf,1,32768
ncf-169,18032,ncf,1,32768
ncf-170,18067,ncf,1,32768
ncf-171,18078,ncf,1,32768
ncf-172,18115,ncf,1,32768
cifar10-173,18116,cifar10,12,4096
cifar10-174,18132,cifar10,8,2048
yolov3-175,18138,yolov3,4,64
bert-176,18180,bert,12,384
bert-177,18183,bert,16,384
cifar10-178,18227,cifar10,12,4096
ncf-179,18543,ncf,1,32768
cifar10-180,18586,cifar10,6,2048
cifar10-181,18590,cifar10,16,4096
cifar10-182,18638,cifar10,6,2048
cifar10-183,18680,cifar10,12,4096
ncf-184,18749,ncf,1,32768
yolov3-185,18756,yolov3,4,64
deepspeech2-186,18886,deepspeech2,12,640
bert-187,18915,bert,8,384
bert-188,18922,bert,6,384
deepspeech2-189,18929,deepspeech2,12,640
bert-190,18959,bert,16,384
deepspeech2-191,18985,deepspeech2,8,320
bert-192,19037,bert,12,384
ncf-193,19074,ncf,1,32768
cifar10-194,19101,cifar10,8,2048
deepspeech2-195,19298,deepspeech2,12,640
ncf-196,19333,ncf,1,32768
ncf-197,19362,ncf,1,32768
cifar10-198,19384,cifar10,8,2048
ncf-199,19420,ncf,1,32768
ncf-200,19434,ncf,1,32768
deepspeech2-201,19448,deepspeech2,12,640
deepspeech2-202,19478,deepspeech2,6,320
bert-203,19509,bert,16,384
cifar10-204,19540,cifar10,12,4096
cifar10-205,19559,cifar10,12,4096
cifar10-206,19594,cifar10,8,2048
cifar10-207,19747,cifar10,8,2048
cifar10-208,19840,cifar10,6,2048
ncf-209,19847,ncf,1,32768
cifar10-210,19887,cifar10,16,4096
ncf-211,19931,ncf,1,32768
ncf-212,19958,ncf,1,32768
ncf-213,20014,ncf,1,32768
cifar10-214,20073,cifar10,6,2048
ncf-215,20105,ncf,1,32768
ncf-216,20148,ncf,1,32768
ncf-217,20192,ncf,1,32768
cifar10-218,20205,cifar10,16,4096
yolov3-219,20467,yolov3,4,64
ncf-220,20517,ncf,1,32768
yolov3-221,20545,yolov3,4,64
cifar10-222,20611,cifar10,8,2048
ncf-223,20625,ncf,1,32768
ncf-224,20704,ncf,1,32768
cifar10-225,20728,cifar10,16,4096
cifar10-226,20775,cifar10,6,2048
cifar10-227,20855,cifar10,12,4096
ncf-228,20870,ncf,1,32768
ncf-229,20873,ncf,1,32768
cifar10-230,20900,cifar10,16,4096
cifar10-231,20924,cifar10,16,4096
cifar10-232,20992,cifar10,12,4096
yolov3-233,21071,yolov3,4,64
cifar10-234,21113,cifar10,6,2048
ncf-235,21115,ncf,1,32768
deepspeech2-236,21135,deepspeech2,8,320
ncf-237,21149,ncf,1,32768
bert-238,21176,bert,16,384
ncf-239,21177,ncf,1,32768
cifar10-240,21206,cifar10,8,2048
ncf-241,21208,ncf,1,32768
deepspeech2-242,21338,deepspeech2,8,320
ncf-243,21550,ncf,1,32768
cifar10-244,21593,cifar10,12,4096
cifar10-245,21667,cifar10,8,2048
bert-246,21723,bert,16,384
bert-247,21732,bert,12,384
yolov3-248,21919,yolov3,4,64
cifar10-249,21920,cifar10,16,4096
ncf-250,22012,ncf,1,32768
ncf-251,22265,ncf,1,32768
yolov3-252,22346,yolov3,4,64
cifar10-253,22468,cifar10,8,2048
ncf-254,22538,ncf,1,32768
cifar10-255,22932,cifar10,6,2048
yolov3-256,23219,yolov3,4,64
ncf-257,23312,ncf,1,32768
cifar10-258,23531,cifar10,6,2048
cifar10-259,23660,cifar10,8,2048
cifar10-260,23781,cifar10,12,4096
cifar10-261,23816,cifar10,8,2048
ncf-262,23882,ncf,1,32768
yolov3-263,24143,yolov3,4,64
ncf-264,24250,ncf,1,32768
cifar10-265,24300,cifar10,6,2048
cifar10-266,24405,cifar10,6,2048
ncf-267,24435,ncf,1,32768
cifar10-268,24446,cifar10,16,4096
ncf-269,24607,ncf,1,32768
ncf-270,24619,ncf,1,32768
cifar10-271,24732,cifar10,6,2048
ncf-272,24803,ncf,1,32768
ncf-273,24808,ncf,1,32768
cifar10-274,24985,cifar10,8,2048
cifar10-275,25188,cifar10,6,2048
ncf-276,25216,ncf,1,32768
ncf-277,25219,ncf,1,32768
cifar10-278,25232,cifar10,16,4096
ncf-279,25329,ncf,1,32768
cifar10-280,25335,cifar10,12,4096
cifar10-281,25512,cifar10,16,4096
ncf-282,25558,ncf,1,32768
cifar10-283,25587,cifar10,6,2048
ncf-284,25598,ncf,1,32768
ncf-285,25676,ncf,1,32768
ncf-286,25683,ncf,1,32768
bert-287,25741,bert,12,384
cifar10-288,25748,cifar10,8,2048
cifar10-289,25801,cifar10,8,2048
deepspeech2-290,25856,deepspeech2,6,320
ncf-291,25894,ncf,1,32768
yolov3-292,25896,yolov3,4,64
ncf-293,25914,ncf,1,32768
yolov3-294,25960,yolov3,4,64
cifar10-295,26024,cifar10,16,4096
ncf-296,26037,ncf,1,32768
yolov3-297,26087,yolov3,4,64
deepspeech2-298,26143,deepspeech2,12,640
deepspeech2-299,26188,deepspeech2,12,640
bert-300,26272,bert,16,384
bert-301,26311,bert,6,384
cifar10-302,26313,cifar10,16,4096
yolov3-303,26322,yolov3,4,64
bert-304,26381,bert,16,384
ncf-305,26406,ncf,1,32768
ncf-306,26436,ncf,1,32768
deepspeech2-307,26464,deepspeech2,12,640
cifar10-308,26515,cifar10,16,4096
cifar10-309,26532,cifar10,8,2048
cifar10-310,26532,cifar10,12,4096
bert-311,26644,bert,16,384
bert-312,26871,bert,8,384
bert-313,27106,bert,6,384
cifar10-314,27115,cifar10,6,2048
ncf-315,27715,ncf,1,32768
ncf-316,28331,ncf,1,32768
ncf-317,28335,ncf,1,32768
ncf-318,28388,ncf,1,32768
cifar10-319,28739,cifar10,6,2048
