name,time,application,num_replicas,batch_size
cifar10-237,20613,cifar10,12,4096
ncf-238,20684,ncf,1,32768
cifar10-239,20707,cifar10,6,2048
cifar10-240,20712,cifar10,6,2048
ncf-241,20877,ncf,1,32768
ncf-242,20909,ncf,1,32768
ncf-243,20943,ncf,1,32768
ncf-244,21133,ncf,1,32768
cifar10-245,21177,cifar10,8,2048
cifar10-246,21193,cifar10,8,2048
deepspeech2-247,21226,deepspeech2,8,320
cifar10-248,21229,cifar10,16,4096
ncf-249,21273,ncf,1,32768
deepspeech2-250,21423,deepspeech2,12,640
ncf-251,21475,ncf,1,32768
cifar10-252,21481,cifar10,8,2048
ncf-253,21606,ncf,1,32768
deepspeech2-254,21758,deepspeech2,8,320
ncf-255,21810,ncf,1,32768
ncf-256,21815,ncf,1,32768
cifar10-257,22048,cifar10,12,4096
bert-258,22049,bert,16,384
cifar10-259,22122,cifar10,12,4096
deepspeech2-260,22288,deepspeech2,12,640
bert-261,22492,bert,16,384
ncf-262,22535,ncf,1,32768
cifar10-263,22578,cifar10,12,4096
bert-264,22643,bert,12,384
yolov3-265,22647,yolov3,4,64
cifar10-266,22653,cifar10,12,4096
ncf-267,22697,ncf,1,32768
ncf-268,22721,ncf,1,32768
ncf-269,22826,ncf,1,32768
ncf-270,22915,ncf,1,32768
bert-271,23129,bert,16,384
deepspeech2-272,23309,deepspeech2,12,640
ncf-273,23332,ncf,1,32768
yolov3-274,23498,yolov3,4,64
cifar10-275,23532,cifar10,8,2048
ncf-276,23660,ncf,1,32768
imagenet-277,23765,imagenet,24,3200
cifar10-278,24012,cifar10,12,4096
bert-279,24110,bert,6,384
cifar10-280,24115,cifar10,8,2048
ncf-281,24132,ncf,1,32768
cifar10-282,24202,cifar10,8,2048
ncf-283,24233,ncf,1,32768
ncf-284,24258,ncf,1,32768
ncf-285,24816,ncf,1,32768
ncf-286,24884,ncf,1,32768
cifar10-287,24934,cifar10,16,4096
ncf-288,25054,ncf,1,32768
ncf-289,25137,ncf,1,32768
deepspeech2-290,25145,deepspeech2,6,320
ncf-291,25254,ncf,1,32768
ncf-292,25255,ncf,1,32768
bert-293,25670,bert,8,384
ncf-294,25726,ncf,1,32768
cifar10-295,25750,cifar10,12,4096
ncf-296,25762,ncf,1,32768
ncf-297,25782,ncf,1,32768
ncf-298,25915,ncf,1,32768
ncf-299,26014,ncf,1,32768
cifar10-300,26412,cifar10,6,2048
ncf-301,26515,ncf,1,32768
ncf-302,26525,ncf,1,32768
cifar10-303,26530,cifar10,6,2048
cifar10-304,26543,cifar10,6,2048
deepspeech2-305,26599,deepspeech2,8,320
cifar10-306,26724,cifar10,6,2048
yolov3-307,26756,yolov3,4,64
deepspeech2-308,27019,deepspeech2,8,320
yolov3-309,27077,yolov3,4,64
yolov3-310,27132,yolov3,4,64
cifar10-311,27286,cifar10,6,2048
bert-312,27305,bert,8,384
cifar10-313,27403,cifar10,12,4096
yolov3-314,27668,yolov3,4,64
cifar10-315,27719,cifar10,8,2048
cifar10-316,27731,cifar10,8,2048
ncf-317,28206,ncf,1,32768
cifar10-318,28332,cifar10,16,4096
ncf-319,28674,ncf,1,32768
