name,time,application,num_replicas,batch_size
ncf-85,9303,ncf,1,32768
ncf-86,9309,ncf,1,32768
cifar10-87,9372,cifar10,12,4096
yolov3-88,9442,yolov3,4,64
cifar10-89,9485,cifar10,12,4096
cifar10-90,9733,cifar10,6,2048
ncf-91,10157,ncf,1,32768
ncf-92,10158,ncf,1,32768
cifar10-93,10332,cifar10,12,4096
ncf-94,10333,ncf,1,32768
yolov3-95,10408,yolov3,4,64
bert-96,10465,bert,16,384
ncf-97,10603,ncf,1,32768
ncf-98,10996,ncf,1,32768
ncf-99,11061,ncf,1,32768
ncf-100,11161,ncf,1,32768
ncf-101,11215,ncf,1,32768
cifar10-102,11234,cifar10,8,2048
deepspeech2-103,11256,deepspeech2,8,320
yolov3-104,11283,yolov3,4,64
cifar10-105,11346,cifar10,8,2048
ncf-106,11361,ncf,1,32768
yolov3-107,11486,yolov3,4,64
ncf-108,11515,ncf,1,32768
deepspeech2-109,11806,deepspeech2,6,320
cifar10-110,11860,cifar10,16,4096
yolov3-111,11873,yolov3,4,64
yolov3-112,11985,yolov3,4,64
ncf-113,12252,ncf,1,32768
cifar10-114,12467,cifar10,16,4096
cifar10-115,12518,cifar10,6,2048
cifar10-116,12543,cifar10,12,4096
ncf-117,12655,ncf,1,32768
ncf-118,12715,ncf,1,32768
ncf-119,12717,ncf,1,32768
ncf-120,12725,ncf,1,32768
ncf-121,12732,ncf,1,32768
deepspeech2-122,12849,deepspeech2,6,320
ncf-123,13019,ncf,1,32768
cifar10-124,13114,cifar10,16,4096
ncf-125,13116,ncf,1,32768
ncf-126,13413,ncf,1,32768
cifar10-127,13666,cifar10,16,4096
ncf-128,13742,ncf,1,32768
bert-129,13744,bert,8,384
cifar10-130,13865,cifar10,6,2048
imagenet-131,13910,imagenet,48,6400
cifar10-132,13915,cifar10,6,2048
cifar10-133,13915,cifar10,16,4096
cifar10-134,13938,cifar10,8,2048
ncf-135,14132,ncf,1,32768
cifar10-136,14230,cifar10,6,2048
ncf-137,14296,ncf,1,32768
cifar10-138,14323,cifar10,6,2048
ncf-139,14464,ncf,1,32768
cifar10-140,14493,cifar10,8,2048
bert-141,14499,bert,12,384
ncf-142,14531,ncf,1,32768
cifar10-143,14715,cifar10,8,2048
ncf-144,14773,ncf,1,32768
ncf-145,14788,ncf,1,32768
cifar10-146,14812,cifar10,16,4096
ncf-147,14925,ncf,1,32768
bert-148,14941,bert,16,384
cifar10-149,15016,cifar10,16,4096
yolov3-150,15148,yolov3,4,64
imagenet-151,15159,imagenet,48,6400
yolov3-152,15168,yolov3,4,64
cifar10-153,15242,cifar10,6,2048
cifar10-154,15434,cifar10,6,2048
cifar10-155,15545,cifar10,6,2048
ncf-156,15629,ncf,1,32768
cifar10-157,15647,cifar10,16,4096
ncf-158,15674,ncf,1,32768
ncf-159,15715,ncf,1,32768
cifar10-160,15732,cifar10,6,2048
bert-161,15803,bert,12,384
ncf-162,15814,ncf,1,32768
ncf-163,15881,ncf,1,32768
ncf-164,15890,ncf,1,32768
cifar10-165,15914,cifar10,8,2048
ncf-166,16009,ncf,1,32768
cifar10-167,16149,cifar10,16,4096
cifar10-168,16170,cifar10,8,2048
cifar10-169,16173,cifar10,6,2048
deepspeech2-170,16187,deepspeech2,6,320
ncf-171,16247,ncf,1,32768
yolov3-172,16271,yolov3,4,64
deepspeech2-173,16472,deepspeech2,8,320
cifar10-174,16585,cifar10,6,2048
cifar10-175,16636,cifar10,6,2048
ncf-176,16709,ncf,1,32768
ncf-177,16891,ncf,1,32768
bert-178,16918,bert,16,384
ncf-179,16932,ncf,1,32768
deepspeech2-180,16967,deepspeech2,8,320
ncf-181,17251,ncf,1,32768
ncf-182,17409,ncf,1,32768
deepspeech2-183,17414,deepspeech2,6,320
ncf-184,17532,ncf,1,32768
deepspeech2-185,17535,deepspeech2,8,320
cifar10-186,17551,cifar10,6,2048
ncf-187,17622,ncf,1,32768
cifar10-188,17804,cifar10,8,2048
yolov3-189,17866,yolov3,4,64
cifar10-190,17921,cifar10,16,4096
deepspeech2-191,17977,deepspeech2,6,320
bert-192,18008,bert,6,384
bert-193,18045,bert,8,384
yolov3-194,18341,yolov3,4,64
bert-195,18411,bert,8,384
ncf-196,18435,ncf,1,32768
yolov3-197,18530,yolov3,4,64
bert-198,18668,bert,8,384
cifar10-199,18721,cifar10,6,2048
bert-200,18740,bert,8,384
cifar10-201,18753,cifar10,12,4096
ncf-202,18759,ncf,1,32768
deepspeech2-203,18773,deepspeech2,8,320
ncf-204,18805,ncf,1,32768
ncf-205,18880,ncf,1,32768
bert-206,18910,bert,8,384
cifar10-207,18931,cifar10,16,4096
cifar10-208,18953,cifar10,16,4096
deepspeech2-209,18995,deepspeech2,12,640
ncf-210,18996,ncf,1,32768
ncf-211,19056,ncf,1,32768
ncf-212,19206,ncf,1,32768
cifar10-213,19237,cifar10,12,4096
cifar10-214,19371,cifar10,12,4096
ncf-215,19380,ncf,1,32768
cifar10-216,19396,cifar10,16,4096
ncf-217,19401,ncf,1,32768
cifar10-218,19458,cifar10,16,4096
cifar10-219,19550,cifar10,12,4096
cifar10-220,19626,cifar10,16,4096
cifar10-221,19716,cifar10,12,4096
ncf-222,19749,ncf,1,32768
bert-223,19839,bert,8,384
cifar10-224,19918,cifar10,12,4096
ncf-225,19932,ncf,1,32768
ncf-226,19932,ncf,1,32768
bert-227,19991,bert,6,384
ncf-228,20003,ncf,1,32768
ncf-229,20057,ncf,1,32768
deepspeech2-230,20143,deepspeech2,6,320
deepspeech2-231,20152,deepspeech2,6,320
cifar10-232,20153,cifar10,16,4096
ncf-233,20245,ncf,1,32768
bert-234,20274,bert,16,384
ncf-235,20299,ncf,1,32768
cifar10-236,20308,cifar10,8,2048
cifar10-237,20342,cifar10,8,2048
deepspeech2-238,20386,deepspeech2,12,640
yolov3-239,20478,yolov3,4,64
deepspeech2-240,20515,deepspeech2,8,320
ncf-241,20578,ncf,1,32768
ncf-242,20602,ncf,1,32768
ncf-243,20645,ncf,1,32768
cifar10-244,20696,cifar10,8,2048
cifar10-245,20778,cifar10,6,2048
deepspeech2-246,20808,deepspeech2,6,320
ncf-247,20824,ncf,1,32768
cifar10-248,20843,cifar10,8,2048
bert-249,21016,bert,16,384
cifar10-250,21084,cifar10,12,4096
ncf-251,21243,ncf,1,32768
ncf-252,21549,ncf,1,32768
ncf-253,21667,ncf,1,32768
ncf-254,21717,ncf,1,32768
ncf-255,21719,ncf,1,32768
ncf-256,21733,ncf,1,32768
ncf-257,21771,ncf,1,32768
ncf-258,21771,ncf,1,32768
ncf-259,21789,ncf,1,32768
ncf-260,22191,ncf,1,32768
cifar10-261,22300,cifar10,16,4096
deepspeech2-262,22350,deepspeech2,12,640
bert-263,22423,bert,6,384
deepspeech2-264,22429,deepspeech2,6,320
cifar10-265,22555,cifar10,12,4096
cifar10-266,22689,cifar10,16,4096
ncf-267,22915,ncf,1,32768
ncf-268,22930,ncf,1,32768
ncf-269,22932,ncf,1,32768
deepspeech2-270,22968,deepspeech2,6,320
yolov3-271,23197,yolov3,4,64
bert-272,23424,bert,16,384
ncf-273,23601,ncf,1,32768
imagenet-274,23898,imagenet,24,3200
yolov3-275,24023,yolov3,4,64
yolov3-276,24041,yolov3,4,64
ncf-277,24102,ncf,1,32768
ncf-278,24102,ncf,1,32768
cifar10-279,24172,cifar10,6,2048
ncf-280,24295,ncf,1,32768
ncf-281,24300,ncf,1,32768
deepspeech2-282,24524,deepspeech2,6,320
ncf-283,24630,ncf,1,32768
cifar10-284,24732,cifar10,16,4096
ncf-285,24926,ncf,1,32768
ncf-286,24932,ncf,1,32768
cifar10-287,24993,cifar10,12,4096
cifar10-288,25014,cifar10,8,2048
yolov3-289,25021,yolov3,4,64
bert-290,25095,bert,6,384
cifar10-291,25302,cifar10,6,2048
ncf-292,25353,ncf,1,32768
cifar10-293,25391,cifar10,6,2048
ncf-294,25449,ncf,1,32768
imagenet-295,25511,imagenet,32,6400
ncf-296,25555,ncf,1,32768
cifar10-297,25591,cifar10,12,4096
ncf-298,25638,ncf,1,32768
ncf-299,25679,ncf,1,32768
cifar10-300,25706,cifar10,12,4096
cifar10-301,25717,cifar10,8,2048
cifar10-302,25866,cifar10,12,4096
cifar10-303,25916,cifar10,12,4096
ncf-304,26062,ncf,1,32768
ncf-305,26171,ncf,1,32768
ncf-306,26311,ncf,1,32768
ncf-307,26532,ncf,1,32768
cifar10-308,26604,cifar10,6,2048
ncf-309,26639,ncf,1,32768
yolov3-310,26788,yolov3,4,64
ncf-311,27012,ncf,1,32768
ncf-312,27014,ncf,1,32768
ncf-313,27101,ncf,1,32768
cifar10-314,27286,cifar10,16,4096
ncf-315,27458,ncf,1,32768
ncf-316,27578,ncf,1,32768
ncf-317,27759,ncf,1,32768
cifar10-318,28332,cifar10,16,4096
ncf-319,28755,ncf,1,32768
