name,time,application,num_replicas,batch_size
ncf-103,12718,ncf,1,32768
cifar10-104,12938,cifar10,12,4096
cifar10-105,12942,cifar10,8,2048
cifar10-106,12991,cifar10,12,4096
ncf-107,13332,ncf,1,32768
cifar10-108,13332,cifar10,8,2048
ncf-109,13486,ncf,1,32768
bert-110,13740,bert,8,384
cifar10-111,13807,cifar10,6,2048
imagenet-112,13924,imagenet,32,6400
ncf-113,14117,ncf,1,32768
ncf-114,14163,ncf,1,32768
ncf-115,14183,ncf,1,32768
deepspeech2-116,14199,deepspeech2,6,320
cifar10-117,14214,cifar10,16,4096
ncf-118,14233,ncf,1,32768
ncf-119,14242,ncf,1,32768
ncf-120,14248,ncf,1,32768
ncf-121,14531,ncf,1,32768
ncf-122,14547,ncf,1,32768
cifar10-123,14568,cifar10,6,2048
ncf-124,14572,ncf,1,32768
ncf-125,14575,ncf,1,32768
ncf-126,14599,ncf,1,32768
cifar10-127,14620,cifar10,8,2048
deepspeech2-128,14780,deepspeech2,8,320
ncf-129,14885,ncf,1,32768
cifar10-130,14966,cifar10,16,4096
cifar10-131,14966,cifar10,16,4096
ncf-132,14973,ncf,1,32768
ncf-133,14978,ncf,1,32768
ncf-134,15051,ncf,1,32768
yolov3-135,15180,yolov3,4,64
cifar10-136,15226,cifar10,16,4096
ncf-137,15357,ncf,1,32768
deepspeech2-138,15432,deepspeech2,8,320
yolov3-139,15814,yolov3,4,64
cifar10-140,15841,cifar10,6,2048
bert-141,15876,bert,16,384
ncf-142,16151,ncf,1,32768
cifar10-143,16166,cifar10,6,2048
deepspeech2-144,16303,deepspeech2,12,640
bert-145,16365,bert,16,384
ncf-146,16411,ncf,1,32768
ncf-147,16440,ncf,1,32768
ncf-148,16452,ncf,1,32768
cifar10-149,16734,cifar10,6,2048
ncf-150,16758,ncf,1,32768
yolov3-151,16852,yolov3,4,64
cifar10-152,16932,cifar10,12,4096
ncf-153,17035,ncf,1,32768
ncf-154,17069,ncf,1,32768
deepspeech2-155,17148,deepspeech2,8,320
bert-156,17174,bert,16,384
cifar10-157,17221,cifar10,8,2048
cifar10-158,17263,cifar10,6,2048
cifar10-159,17452,cifar10,6,2048
deepspeech2-160,17458,deepspeech2,12,640
cifar10-161,17515,cifar10,8,2048
cifar10-162,17517,cifar10,8,2048
cifar10-163,17545,cifar10,8,2048
ncf-164,17587,ncf,1,32768
cifar10-165,17626,cifar10,8,2048
cifar10-166,17665,cifar10,16,4096
cifar10-167,17677,cifar10,6,2048
bert-168,17726,bert,8,384
ncf-169,17794,ncf,1,32768
cifar10-170,17830,cifar10,12,4096
deepspeech2-171,17845,deepspeech2,6,320
ncf-172,17938,ncf,1,32768
deepspeech2-173,17968,deepspeech2,6,320
imagenet-174,17991,imagenet,48,6400
ncf-175,18014,ncf,1,32768
cifar10-176,18132,cifar10,6,2048
cifar10-177,18159,cifar10,6,2048
ncf-178,18238,ncf,1,32768
ncf-179,18288,ncf,1,32768
yolov3-180,18343,yolov3,4,64
ncf-181,18607,ncf,1,32768
ncf-182,18634,ncf,1,32768
cifar10-183,18696,cifar10,12,4096
cifar10-184,18746,cifar10,6,2048
ncf-185,18764,ncf,1,32768
ncf-186,18796,ncf,1,32768
cifar10-187,18852,cifar10,12,4096
cifar10-188,18912,cifar10,12,4096
ncf-189,18913,ncf,1,32768
cifar10-190,18914,cifar10,6,2048
cifar10-191,18935,cifar10,6,2048
ncf-192,18983,ncf,1,32768
deepspeech2-193,19019,deepspeech2,6,320
deepspeech2-194,19063,deepspeech2,12,640
bert-195,19067,bert,16,384
cifar10-196,19107,cifar10,8,2048
bert-197,19212,bert,8,384
cifar10-198,19221,cifar10,12,4096
cifar10-199,19312,cifar10,8,2048
ncf-200,19318,ncf,1,32768
cifar10-201,19332,cifar10,16,4096
ncf-202,19337,ncf,1,32768
cifar10-203,19414,cifar10,12,4096
yolov3-204,19467,yolov3,4,64
cifar10-205,19485,cifar10,8,2048
ncf-206,19490,ncf,1,32768
deepspeech2-207,19519,deepspeech2,12,640
deepspeech2-208,19558,deepspeech2,8,320
cifar10-209,19571,cifar10,12,4096
ncf-210,19593,ncf,1,32768
ncf-211,19695,ncf,1,32768
cifar10-212,19697,cifar10,8,2048
ncf-213,19775,ncf,1,32768
ncf-214,19999,ncf,1,32768
ncf-215,20104,ncf,1,32768
cifar10-216,20163,cifar10,8,2048
ncf-217,20183,ncf,1,32768
cifar10-218,20428,cifar10,8,2048
ncf-219,20466,ncf,1,32768
ncf-220,20472,ncf,1,32768
ncf-221,20519,ncf,1,32768
ncf-222,20519,ncf,1,32768
cifar10-223,20535,cifar10,12,4096
cifar10-224,20546,cifar10,8,2048
deepspeech2-225,20562,deepspeech2,6,320
cifar10-226,20624,cifar10,6,2048
cifar10-227,20650,cifar10,6,2048
ncf-228,20766,ncf,1,32768
cifar10-229,20826,cifar10,8,2048
ncf-230,20869,ncf,1,32768
ncf-231,20919,ncf,1,32768
deepspeech2-232,20926,deepspeech2,6,320
ncf-233,20965,ncf,1,32768
cifar10-234,21046,cifar10,16,4096
cifar10-235,21131,cifar10,12,4096
ncf-236,21131,ncf,1,32768
ncf-237,21131,ncf,1,32768
cifar10-238,21207,cifar10,12,4096
cifar10-239,21247,cifar10,12,4096
ncf-240,21285,ncf,1,32768
ncf-241,21365,ncf,1,32768
ncf-242,21561,ncf,1,32768
cifar10-243,21708,cifar10,16,4096
cifar10-244,21732,cifar10,12,4096
bert-245,21838,bert,8,384
yolov3-246,21874,yolov3,4,64
bert-247,21961,bert,12,384
deepspeech2-248,21965,deepspeech2,6,320
ncf-249,22034,ncf,1,32768
cifar10-250,22084,cifar10,12,4096
ncf-251,22095,ncf,1,32768
deepspeech2-252,22152,deepspeech2,8,320
ncf-253,22248,ncf,1,32768
cifar10-254,22266,cifar10,12,4096
deepspeech2-255,22365,deepspeech2,6,320
cifar10-256,22656,cifar10,6,2048
ncf-257,22657,ncf,1,32768
ncf-258,22758,ncf,1,32768
imagenet-259,22848,imagenet,24,3200
deepspeech2-260,23132,deepspeech2,6,320
ncf-261,23149,ncf,1,32768
ncf-262,23422,ncf,1,32768
cifar10-263,23636,cifar10,16,4096
yolov3-264,23886,yolov3,4,64
bert-265,23932,bert,12,384
ncf-266,24115,ncf,1,32768
cifar10-267,24132,cifar10,8,2048
bert-268,24156,bert,12,384
cifar10-269,24504,cifar10,6,2048
ncf-270,24539,ncf,1,32768
ncf-271,24663,ncf,1,32768
yolov3-272,24663,yolov3,4,64
cifar10-273,24677,cifar10,16,4096
ncf-274,24807,ncf,1,32768
ncf-275,24832,ncf,1,32768
ncf-276,24884,ncf,1,32768
ncf-277,25061,ncf,1,32768
cifar10-278,25116,cifar10,6,2048
cifar10-279,25321,cifar10,16,4096
ncf-280,25330,ncf,1,32768
ncf-281,25473,ncf,1,32768
ncf-282,25530,ncf,1,32768
ncf-283,25538,ncf,1,32768
ncf-284,25580,ncf,1,32768
ncf-285,25593,ncf,1,32768
cifar10-286,25598,cifar10,6,2048
ncf-287,25626,ncf,1,32768
ncf-288,25675,ncf,1,32768
cifar10-289,25749,cifar10,12,4096
cifar10-290,25765,cifar10,6,2048
cifar10-291,25770,cifar10,8,2048
ncf-292,25800,ncf,1,32768
cifar10-293,25803,cifar10,12,4096
cifar10-294,25857,cifar10,12,4096
ncf-295,25870,ncf,1,32768
deepspeech2-296,25884,deepspeech2,8,320
imagenet-297,25903,imagenet,48,6400
cifar10-298,25930,cifar10,12,4096
deepspeech2-299,26206,deepspeech2,6,320
ncf-300,26235,ncf,1,32768
cifar10-301,26269,cifar10,8,2048
cifar10-302,26374,cifar10,16,4096
cifar10-303,26375,cifar10,16,4096
bert-304,26403,bert,12,384
ncf-305,26517,ncf,1,32768
ncf-306,26520,ncf,1,32768
cifar10-307,26530,cifar10,12,4096
ncf-308,26617,ncf,1,32768
cifar10-309,26626,cifar10,12,4096
ncf-310,27132,ncf,1,32768
ncf-311,27155,ncf,1,32768
cifar10-312,27359,cifar10,8,2048
yolov3-313,27444,yolov3,4,64
cifar10-314,27701,cifar10,6,2048
ncf-315,27715,ncf,1,32768
ncf-316,27715,ncf,1,32768
ncf-317,27791,ncf,1,32768
cifar10-318,28671,cifar10,8,2048
ncf-319,28775,ncf,1,32768
