name,time,application,num_replicas,batch_size
cifar10-92,10069,cifar10,16,4096
ncf-93,10477,ncf,1,32768
ncf-94,10541,ncf,1,32768
cifar10-95,10648,cifar10,8,2048
ncf-96,10766,ncf,1,32768
cifar10-97,10819,cifar10,8,2048
cifar10-98,10932,cifar10,6,2048
ncf-99,11059,ncf,1,32768
cifar10-100,11207,cifar10,16,4096
ncf-101,11331,ncf,1,32768
yolov3-102,11382,yolov3,4,64
yolov3-103,11528,yolov3,4,64
cifar10-104,11566,cifar10,8,2048
cifar10-105,11615,cifar10,16,4096
bert-106,11851,bert,16,384
cifar10-107,11995,cifar10,12,4096
cifar10-108,12315,cifar10,12,4096
cifar10-109,12486,cifar10,12,4096
ncf-110,12605,ncf,1,32768
cifar10-111,12608,cifar10,16,4096
cifar10-112,12683,cifar10,16,4096
imagenet-113,12965,imagenet,32,6400
yolov3-114,13011,yolov3,4,64
imagenet-115,13047,imagenet,32,6400
ncf-116,13223,ncf,1,32768
cifar10-117,13262,cifar10,12,4096
cifar10-118,13276,cifar10,6,2048
ncf-119,13307,ncf,1,32768
cifar10-120,13603,cifar10,6,2048
ncf-121,13608,ncf,1,32768
ncf-122,13722,ncf,1,32768
deepspeech2-123,13759,deepspeech2,6,320
ncf-124,13806,ncf,1,32768
ncf-125,13891,ncf,1,32768
cifar10-126,13927,cifar10,16,4096
ncf-127,14065,ncf,1,32768
ncf-128,14135,ncf,1,32768
ncf-129,14216,ncf,1,32768
cifar10-130,14220,cifar10,12,4096
ncf-131,14242,ncf,1,32768
cifar10-132,14257,cifar10,12,4096
cifar10-133,14265,cifar10,12,4096
cifar10-134,14420,cifar10,12,4096
ncf-135,14439,ncf,1,32768
cifar10-136,14448,cifar10,8,2048
cifar10-137,14464,cifar10,12,4096
cifar10-138,14524,cifar10,12,4096
ncf-139,14533,ncf,1,32768
cifar10-140,14558,cifar10,16,4096
cifar10-141,14603,cifar10,6,2048
ncf-142,14657,ncf,1,32768
ncf-143,14735,ncf,1,32768
deepspeech2-144,14773,deepspeech2,8,320
ncf-145,14840,ncf,1,32768
ncf-146,14878,ncf,1,32768
cifar10-147,14887,cifar10,16,4096
cifar10-148,14906,cifar10,6,2048
bert-149,14912,bert,16,384
ncf-150,15010,ncf,1,32768
ncf-151,15056,ncf,1,32768
bert-152,15056,bert,12,384
ncf-153,15141,ncf,1,32768
cifar10-154,15146,cifar10,6,2048
bert-155,15172,bert,16,384
cifar10-156,15262,cifar10,16,4096
cifar10-157,15406,cifar10,6,2048
cifar10-158,15531,cifar10,16,4096
cifar10-159,15563,cifar10,6,2048
cifar10-160,15602,cifar10,8,2048
ncf-161,15603,ncf,1,32768
bert-162,15636,bert,12,384
ncf-163,15715,ncf,1,32768
yolov3-164,15790,yolov3,4,64
cifar10-165,15831,cifar10,8,2048
ncf-166,15840,ncf,1,32768
ncf-167,15870,ncf,1,32768
cifar10-168,15944,cifar10,16,4096
bert-169,15947,bert,12,384
cifar10-170,16273,cifar10,16,4096
cifar10-171,16331,cifar10,12,4096
ncf-172,16336,ncf,1,32768
bert-173,16468,bert,12,384
bert-174,16492,bert,8,384
ncf-175,16555,ncf,1,32768
cifar10-176,16657,cifar10,8,2048
cifar10-177,16734,cifar10,16,4096
ncf-178,16834,ncf,1,32768
imagenet-179,16882,imagenet,32,6400
ncf-180,16915,ncf,1,32768
ncf-181,17168,ncf,1,32768
ncf-182,17243,ncf,1,32768
ncf-183,17484,ncf,1,32768
cifar10-184,17553,cifar10,12,4096
ncf-185,17636,ncf,1,32768
ncf-186,17648,ncf,1,32768
cifar10-187,17739,cifar10,16,4096
ncf-188,17911,ncf,1,32768
deepspeech2-189,17981,deepspeech2,8,320
deepspeech2-190,17987,deepspeech2,6,320
ncf-191,18065,ncf,1,32768
ncf-192,18115,ncf,1,32768
cifar10-193,18132,cifar10,8,2048
ncf-194,18132,ncf,1,32768
ncf-195,18159,ncf,1,32768
deepspeech2-196,18242,deepspeech2,6,320
deepspeech2-197,18488,deepspeech2,6,320
cifar10-198,18573,cifar10,12,4096
ncf-199,18660,ncf,1,32768
ncf-200,18719,ncf,1,32768
bert-201,18772,bert,12,384
cifar10-202,18955,cifar10,6,2048
bert-203,18978,bert,12,384
ncf-204,18990,ncf,1,32768
bert-205,19083,bert,12,384
cifar10-206,19236,cifar10,12,4096
deepspeech2-207,19274,deepspeech2,12,640
cifar10-208,19292,cifar10,12,4096
cifar10-209,19297,cifar10,6,2048
ncf-210,19311,ncf,1,32768
ncf-211,19331,ncf,1,32768
deepspeech2-212,19353,deepspeech2,12,640
cifar10-213,19362,cifar10,16,4096
cifar10-214,19395,cifar10,8,2048
ncf-215,19436,ncf,1,32768
deepspeech2-216,19436,deepspeech2,12,640
ncf-217,19464,ncf,1,32768
cifar10-218,19529,cifar10,16,4096
ncf-219,19658,ncf,1,32768
ncf-220,19743,ncf,1,32768
deepspeech2-221,19750,deepspeech2,12,640
cifar10-222,19760,cifar10,12,4096
ncf-223,19879,ncf,1,32768
ncf-224,19907,ncf,1,32768
ncf-225,19916,ncf,1,32768
ncf-226,19932,ncf,1,32768
ncf-227,19950,ncf,1,32768
ncf-228,20014,ncf,1,32768
cifar10-229,20056,cifar10,8,2048
ncf-230,20060,ncf,1,32768
ncf-231,20104,ncf,1,32768
ncf-232,20120,ncf,1,32768
ncf-233,20149,ncf,1,32768
cifar10-234,20156,cifar10,12,4096
cifar10-235,20310,cifar10,6,2048
ncf-236,20324,ncf,1,32768
deepspeech2-237,20440,deepspeech2,8,320
cifar10-238,20472,cifar10,6,2048
ncf-239,20500,ncf,1,32768
cifar10-240,20517,cifar10,16,4096
bert-241,20529,bert,12,384
ncf-242,20602,ncf,1,32768
ncf-243,20624,ncf,1,32768
deepspeech2-244,20632,deepspeech2,8,320
cifar10-245,20677,cifar10,8,2048
ncf-246,20701,ncf,1,32768
ncf-247,20934,ncf,1,32768
cifar10-248,21069,cifar10,16,4096
ncf-249,21084,ncf,1,32768
ncf-250,21086,ncf,1,32768
cifar10-251,21089,cifar10,8,2048
ncf-252,21132,ncf,1,32768
cifar10-253,21170,cifar10,16,4096
imagenet-254,21245,imagenet,24,3200
imagenet-255,21308,imagenet,24,3200
cifar10-256,21324,cifar10,8,2048
ncf-257,21472,ncf,1,32768
bert-258,21474,bert,6,384
ncf-259,21521,ncf,1,32768
deepspeech2-260,21591,deepspeech2,12,640
cifar10-261,21604,cifar10,12,4096
cifar10-262,21664,cifar10,8,2048
deepspeech2-263,21712,deepspeech2,6,320
cifar10-264,21733,cifar10,16,4096
cifar10-265,21733,cifar10,12,4096
bert-266,21744,bert,6,384
bert-267,21833,bert,8,384
cifar10-268,21928,cifar10,12,4096
cifar10-269,22084,cifar10,8,2048
cifar10-270,22185,cifar10,12,4096
ncf-271,22311,ncf,1,32768
ncf-272,22638,ncf,1,32768
ncf-273,22697,ncf,1,32768
cifar10-274,23233,cifar10,12,4096
cifar10-275,23533,cifar10,6,2048
cifar10-276,23636,cifar10,12,4096
ncf-277,23642,ncf,1,32768
cifar10-278,23646,cifar10,16,4096
ncf-279,24012,ncf,1,32768
cifar10-280,24104,cifar10,6,2048
ncf-281,24116,ncf,1,32768
cifar10-282,24129,cifar10,8,2048
cifar10-283,24260,cifar10,12,4096
ncf-284,24480,ncf,1,32768
cifar10-285,24554,cifar10,6,2048
cifar10-286,24703,cifar10,16,4096
deepspeech2-287,24735,deepspeech2,6,320
ncf-288,24823,ncf,1,32768
cifar10-289,25003,cifar10,12,4096
ncf-290,25117,ncf,1,32768
ncf-291,25240,ncf,1,32768
deepspeech2-292,25282,deepspeech2,8,320
ncf-293,25486,ncf,1,32768
cifar10-294,25555,cifar10,8,2048
cifar10-295,25682,cifar10,6,2048
cifar10-296,25691,cifar10,6,2048
ncf-297,25716,ncf,1,32768
ncf-298,25727,ncf,1,32768
cifar10-299,25744,cifar10,12,4096
cifar10-300,25863,cifar10,8,2048
ncf-301,25915,ncf,1,32768
cifar10-302,25931,cifar10,8,2048
cifar10-303,25933,cifar10,8,2048
bert-304,25971,bert,8,384
ncf-305,26532,ncf,1,32768
cifar10-306,26599,cifar10,6,2048
deepspeech2-307,26752,deepspeech2,6,320
imagenet-308,26786,imagenet,32,6400
yolov3-309,26806,yolov3,4,64
deepspeech2-310,26817,deepspeech2,8,320
cifar10-311,27288,cifar10,8,2048
imagenet-312,27630,imagenet,32,6400
ncf-313,27654,ncf,1,32768
ncf-314,27694,ncf,1,32768
ncf-315,27695,ncf,1,32768
imagenet-316,28021,imagenet,48,6400
ncf-317,28315,ncf,1,32768
ncf-318,28332,ncf,1,32768
ncf-319,28332,ncf,1,32768
