name,time,application,num_replicas,batch_size
cifar10-79,8287,cifar10,6,2048
cifar10-80,8444,cifar10,6,2048
bert-81,8474,bert,6,384
ncf-82,8532,ncf,1,32768
cifar10-83,8614,cifar10,16,4096
yolov3-84,9122,yolov3,4,64
yolov3-85,9226,yolov3,4,64
yolov3-86,9550,yolov3,4,64
yolov3-87,9612,yolov3,4,64
ncf-88,9732,ncf,1,32768
ncf-89,9876,ncf,1,32768
bert-90,10151,bert,6,384
ncf-91,10318,ncf,1,32768
ncf-92,10319,ncf,1,32768
cifar10-93,10335,cifar10,16,4096
ncf-94,11033,ncf,1,32768
ncf-95,11121,ncf,1,32768
yolov3-96,11154,yolov3,4,64
bert-97,11256,bert,6,384
ncf-98,11273,ncf,1,32768
deepspeech2-99,11288,deepspeech2,6,320
bert-100,11292,bert,6,384
cifar10-101,11446,cifar10,8,2048
deepspeech2-102,11491,deepspeech2,12,640
bert-103,11494,bert,6,384
cifar10-104,11515,cifar10,6,2048
deepspeech2-105,11852,deepspeech2,12,640
ncf-106,11922,ncf,1,32768
ncf-107,12204,ncf,1,32768
ncf-108,12403,ncf,1,32768
ncf-109,12404,ncf,1,32768
bert-110,12510,bert,16,384
ncf-111,12558,ncf,1,32768
ncf-112,12684,ncf,1,32768
ncf-113,12731,ncf,1,32768
cifar10-114,12731,cifar10,6,2048
cifar10-115,12732,cifar10,6,2048
cifar10-116,12866,cifar10,6,2048
cifar10-117,12869,cifar10,6,2048
cifar10-118,12938,cifar10,8,2048
ncf-119,13106,ncf,1,32768
ncf-120,13377,ncf,1,32768
ncf-121,13486,ncf,1,32768
cifar10-122,13650,cifar10,16,4096
yolov3-123,13824,yolov3,4,64
ncf-124,13915,ncf,1,32768
cifar10-125,13918,cifar10,16,4096
cifar10-126,13935,cifar10,6,2048
cifar10-127,14013,cifar10,12,4096
ncf-128,14163,ncf,1,32768
ncf-129,14187,ncf,1,32768
cifar10-130,14274,cifar10,6,2048
cifar10-131,14331,cifar10,16,4096
cifar10-132,14367,cifar10,6,2048
ncf-133,14375,ncf,1,32768
cifar10-134,14377,cifar10,6,2048
cifar10-135,14377,cifar10,6,2048
ncf-136,14416,ncf,1,32768
cifar10-137,14569,cifar10,12,4096
bert-138,14708,bert,6,384
cifar10-139,14754,cifar10,16,4096
deepspeech2-140,14780,deepspeech2,12,640
cifar10-141,14817,cifar10,8,2048
cifar10-142,14847,cifar10,6,2048
bert-143,15054,bert,8,384
cifar10-144,15056,cifar10,6,2048
ncf-145,15068,ncf,1,32768
ncf-146,15115,ncf,1,32768
yolov3-147,15397,yolov3,4,64
ncf-148,15563,ncf,1,32768
cifar10-149,15684,cifar10,8,2048
ncf-150,15727,ncf,1,32768
cifar10-151,15732,cifar10,6,2048
ncf-152,15841,ncf,1,32768
cifar10-153,15879,cifar10,8,2048
cifar10-154,16110,cifar10,12,4096
ncf-155,16273,ncf,1,32768
ncf-156,16319,ncf,1,32768
cifar10-157,16331,cifar10,16,4096
ncf-158,16437,ncf,1,32768
ncf-159,16440,ncf,1,32768
ncf-160,16560,ncf,1,32768
ncf-161,16585,ncf,1,32768
cifar10-162,16611,cifar10,12,4096
cifar10-163,16925,cifar10,6,2048
ncf-164,16939,ncf,1,32768
bert-165,16946,bert,6,384
cifar10-166,16957,cifar10,16,4096
ncf-167,17039,ncf,1,32768
ncf-168,17073,ncf,1,32768
cifar10-169,17412,cifar10,16,4096
bert-170,17490,bert,12,384
ncf-171,17515,ncf,1,32768
deepspeech2-172,17628,deepspeech2,8,320
cifar10-173,17674,cifar10,16,4096
imagenet-174,18010,imagenet,32,6400
cifar10-175,18115,cifar10,6,2048
bert-176,18152,bert,8,384
cifar10-177,18159,cifar10,6,2048
cifar10-178,18255,cifar10,8,2048
ncf-179,18289,ncf,1,32768
deepspeech2-180,18300,deepspeech2,8,320
ncf-181,18391,ncf,1,32768
cifar10-182,18510,cifar10,8,2048
cifar10-183,18575,cifar10,8,2048
deepspeech2-184,18699,deepspeech2,12,640
cifar10-185,18707,cifar10,12,4096
cifar10-186,18759,cifar10,16,4096
ncf-187,18768,ncf,1,32768
ncf-188,18780,ncf,1,32768
ncf-189,18785,ncf,1,32768
ncf-190,18806,ncf,1,32768
bert-191,18837,bert,8,384
cifar10-192,18866,cifar10,16,4096
cifar10-193,18877,cifar10,6,2048
ncf-194,18894,ncf,1,32768
bert-195,19143,bert,8,384
deepspeech2-196,19165,deepspeech2,6,320
ncf-197,19202,ncf,1,32768
cifar10-198,19235,cifar10,6,2048
deepspeech2-199,19239,deepspeech2,6,320
ncf-200,19277,ncf,1,32768
cifar10-201,19306,cifar10,12,4096
cifar10-202,19316,cifar10,8,2048
ncf-203,19332,ncf,1,32768
ncf-204,19335,ncf,1,32768
cifar10-205,19342,cifar10,12,4096
cifar10-206,19393,cifar10,16,4096
bert-207,19414,bert,8,384
ncf-208,19450,ncf,1,32768
ncf-209,19475,ncf,1,32768
cifar10-210,19512,cifar10,12,4096
bert-211,19689,bert,8,384
cifar10-212,19809,cifar10,12,4096
bert-213,19823,bert,6,384
cifar10-214,19998,cifar10,8,2048
cifar10-215,20051,cifar10,6,2048
deepspeech2-216,20103,deepspeech2,8,320
cifar10-217,20139,cifar10,6,2048
cifar10-218,20223,cifar10,12,4096
cifar10-219,20269,cifar10,8,2048
cifar10-220,20308,cifar10,16,4096
cifar10-221,20313,cifar10,6,2048
cifar10-222,20463,cifar10,12,4096
cifar10-223,20493,cifar10,12,4096
cifar10-224,20494,cifar10,16,4096
cifar10-225,20523,cifar10,16,4096
ncf-226,20533,ncf,1,32768
deepspeech2-227,20574,deepspeech2,8,320
bert-228,20613,bert,12,384
cifar10-229,20643,cifar10,8,2048
cifar10-230,20665,cifar10,16,4096
ncf-231,20669,ncf,1,32768
cifar10-232,20677,cifar10,8,2048
ncf-233,20698,ncf,1,32768
ncf-234,20703,ncf,1,32768
cifar10-235,20726,cifar10,16,4096
cifar10-236,20727,cifar10,16,4096
bert-237,20761,bert,6,384
ncf-238,20830,ncf,1,32768
ncf-239,20851,ncf,1,32768
deepspeech2-240,20876,deepspeech2,6,320
ncf-241,20953,ncf,1,32768
cifar10-242,20959,cifar10,8,2048
ncf-243,21008,ncf,1,32768
cifar10-244,21017,cifar10,6,2048
cifar10-245,21061,cifar10,16,4096
ncf-246,21070,ncf,1,32768
deepspeech2-247,21157,deepspeech2,8,320
cifar10-248,21190,cifar10,16,4096
cifar10-249,21209,cifar10,12,4096
ncf-250,21433,ncf,1,32768
deepspeech2-251,21563,deepspeech2,8,320
ncf-252,21686,ncf,1,32768
cifar10-253,21705,cifar10,8,2048
cifar10-254,21706,cifar10,16,4096
cifar10-255,21738,cifar10,12,4096
yolov3-256,21738,yolov3,4,64
cifar10-257,21776,cifar10,6,2048
bert-258,21779,bert,6,384
deepspeech2-259,21783,deepspeech2,8,320
yolov3-260,21835,yolov3,4,64
cifar10-261,21886,cifar10,12,4096
cifar10-262,22332,cifar10,12,4096
deepspeech2-263,22528,deepspeech2,12,640
cifar10-264,22666,cifar10,12,4096
ncf-265,22743,ncf,1,32768
bert-266,22769,bert,16,384
deepspeech2-267,22783,deepspeech2,8,320
cifar10-268,22847,cifar10,8,2048
cifar10-269,23032,cifar10,8,2048
ncf-270,23040,ncf,1,32768
cifar10-271,23136,cifar10,16,4096
deepspeech2-272,23293,deepspeech2,8,320
deepspeech2-273,23317,deepspeech2,12,640
yolov3-274,23373,yolov3,4,64
ncf-275,23478,ncf,1,32768
imagenet-276,23900,imagenet,48,6400
ncf-277,24040,ncf,1,32768
cifar10-278,24096,cifar10,6,2048
cifar10-279,24132,cifar10,8,2048
imagenet-280,24159,imagenet,24,3200
ncf-281,24362,ncf,1,32768
cifar10-282,24664,cifar10,8,2048
ncf-283,24755,ncf,1,32768
ncf-284,24780,ncf,1,32768
ncf-285,24785,ncf,1,32768
cifar10-286,24821,cifar10,16,4096
cifar10-287,24855,cifar10,6,2048
ncf-288,24869,ncf,1,32768
deepspeech2-289,25046,deepspeech2,8,320
cifar10-290,25063,cifar10,12,4096
cifar10-291,25071,cifar10,6,2048
cifar10-292,25125,cifar10,12,4096
cifar10-293,25129,cifar10,8,2048
ncf-294,25154,ncf,1,32768
cifar10-295,25181,cifar10,12,4096
ncf-296,25448,ncf,1,32768
cifar10-297,25679,cifar10,12,4096
ncf-298,25744,ncf,1,32768
cifar10-299,25818,cifar10,6,2048
cifar10-300,25875,cifar10,8,2048
ncf-301,25897,ncf,1,32768
ncf-302,25898,ncf,1,32768
cifar10-303,25932,cifar10,8,2048
bert-304,25952,bert,16,384
deepspeech2-305,25992,deepspeech2,8,320
deepspeech2-306,26080,deepspeech2,6,320
cifar10-307,26165,cifar10,8,2048
deepspeech2-308,26243,deepspeech2,12,640
deepspeech2-309,26251,deepspeech2,12,640
deepspeech2-310,26438,deepspeech2,12,640
deepspeech2-311,26622,deepspeech2,12,640
ncf-312,26853,ncf,1,32768
yolov3-313,26876,yolov3,4,64
ncf-314,27132,ncf,1,32768
bert-315,27142,bert,8,384
ncf-316,27229,ncf,1,32768
yolov3-317,27299,yolov3,4,64
cifar10-318,28108,cifar10,8,2048
cifar10-319,28189,cifar10,8,2048
