name,time,application,num_replicas,batch_size
cifar10-85,15914,cifar10,8,2048
cifar10-86,16149,cifar10,16,4096
ncf-87,16247,ncf,1,32768
ncf-88,16709,ncf,1,32768
bert-89,16918,bert,16,384
deepspeech2-90,16967,deepspeech2,8,320
ncf-91,17251,ncf,1,32768
ncf-92,17409,ncf,1,32768
ncf-93,17532,ncf,1,32768
deepspeech2-94,17535,deepspeech2,8,320
ncf-95,17622,ncf,1,32768
cifar10-96,17804,cifar10,8,2048
cifar10-97,17921,cifar10,16,4096
deepspeech2-98,17977,deepspeech2,6,320
bert-99,18008,bert,6,384
ncf-100,18435,ncf,1,32768
cifar10-101,18721,cifar10,6,2048
cifar10-102,18753,cifar10,12,4096
deepspeech2-103,18773,deepspeech2,8,320
ncf-104,18805,ncf,1,32768
cifar10-105,18931,cifar10,16,4096
ncf-106,18996,ncf,1,32768
ncf-107,19206,ncf,1,32768
cifar10-108,19237,cifar10,12,4096
ncf-109,19380,ncf,1,32768
cifar10-110,19396,cifar10,16,4096
ncf-111,19401,ncf,1,32768
cifar10-112,19550,cifar10,12,4096
cifar10-113,19626,cifar10,16,4096
ncf-114,19749,ncf,1,32768
bert-115,19839,bert,8,384
cifar10-116,19918,cifar10,12,4096
bert-117,19991,bert,6,384
ncf-118,20057,ncf,1,32768
deepspeech2-119,20143,deepspeech2,6,320
bert-120,20274,bert,16,384
ncf-121,20299,ncf,1,32768
cifar10-122,20342,cifar10,8,2048
deepspeech2-123,20386,deepspeech2,12,640
yolov3-124,20478,yolov3,4,64
deepspeech2-125,20515,deepspeech2,8,320
ncf-126,20578,ncf,1,32768
ncf-127,20602,ncf,1,32768
ncf-128,20645,ncf,1,32768
cifar10-129,20696,cifar10,8,2048
bert-130,21016,bert,16,384
ncf-131,21243,ncf,1,32768
ncf-132,21549,ncf,1,32768
ncf-133,21667,ncf,1,32768
ncf-134,21719,ncf,1,32768
ncf-135,22191,ncf,1,32768
cifar10-136,22555,cifar10,12,4096
ncf-137,22930,ncf,1,32768
ncf-138,22932,ncf,1,32768
deepspeech2-139,22968,deepspeech2,6,320
bert-140,23424,bert,16,384
ncf-141,24102,ncf,1,32768
ncf-142,24300,ncf,1,32768
deepspeech2-143,24524,deepspeech2,6,320
ncf-144,24932,ncf,1,32768
cifar10-145,24993,cifar10,12,4096
cifar10-146,25014,cifar10,8,2048
bert-147,25095,bert,6,384
imagenet-148,25511,imagenet,32,6400
ncf-149,25555,ncf,1,32768
ncf-150,25638,ncf,1,32768
cifar10-151,25866,cifar10,12,4096
ncf-152,26311,ncf,1,32768
ncf-153,26639,ncf,1,32768
ncf-154,27012,ncf,1,32768
ncf-155,27101,ncf,1,32768
cifar10-156,27286,cifar10,16,4096
ncf-157,27578,ncf,1,32768
ncf-158,27759,ncf,1,32768
ncf-159,28755,ncf,1,32768
