name,time,application,num_replicas,batch_size
cifar10-134,23136,cifar10,16,4096
deepspeech2-135,23293,deepspeech2,8,320
ncf-136,23478,ncf,1,32768
imagenet-137,23900,imagenet,48,6400
ncf-138,24040,ncf,1,32768
cifar10-139,24132,cifar10,8,2048
ncf-140,24362,ncf,1,32768
ncf-141,24755,ncf,1,32768
ncf-142,24780,ncf,1,32768
cifar10-143,24855,cifar10,6,2048
ncf-144,24869,ncf,1,32768
cifar10-145,25125,cifar10,12,4096
cifar10-146,25129,cifar10,8,2048
cifar10-147,25679,cifar10,12,4096
cifar10-148,25875,cifar10,8,2048
ncf-149,25897,ncf,1,32768
ncf-150,25898,ncf,1,32768
bert-151,25952,bert,16,384
deepspeech2-152,26080,deepspeech2,6,320
deepspeech2-153,26243,deepspeech2,12,640
ncf-154,26853,ncf,1,32768
yolov3-155,26876,yolov3,4,64
ncf-156,27132,ncf,1,32768
bert-157,27142,bert,8,384
ncf-158,27229,ncf,1,32768
cifar10-159,28189,cifar10,8,2048
