name,time,application,num_replicas,batch_size
cifar10-54,12421,cifar10,16,4096
ncf-55,12712,ncf,1,32768
ncf-56,13106,ncf,1,32768
ncf-57,13457,ncf,1,32768
ncf-58,13554,ncf,1,32768
cifar10-59,13734,cifar10,6,2048
ncf-60,13797,ncf,1,32768
cifar10-61,13938,cifar10,6,2048
yolov3-62,14090,yolov3,4,64
ncf-63,14186,ncf,1,32768
cifar10-64,14205,cifar10,6,2048
ncf-65,14245,ncf,1,32768
bert-66,14499,bert,12,384
cifar10-67,14623,cifar10,12,4096
cifar10-68,14715,cifar10,8,2048
deepspeech2-69,14737,deepspeech2,12,640
ncf-70,14871,ncf,1,32768
ncf-71,14932,ncf,1,32768
deepspeech2-72,14937,deepspeech2,12,640
deepspeech2-73,14992,deepspeech2,12,640
cifar10-74,15132,cifar10,12,4096
yolov3-75,15245,yolov3,4,64
cifar10-76,15340,cifar10,6,2048
ncf-77,15735,ncf,1,32768
cifar10-78,15779,cifar10,8,2048
cifar10-79,15835,cifar10,6,2048
bert-80,15863,bert,8,384
cifar10-81,16026,cifar10,6,2048
ncf-82,16067,ncf,1,32768
bert-83,16077,bert,16,384
bert-84,16142,bert,16,384
deepspeech2-85,16332,deepspeech2,8,320
cifar10-86,16381,cifar10,8,2048
cifar10-87,16588,cifar10,8,2048
ncf-88,16610,ncf,1,32768
bert-89,17011,bert,6,384
bert-90,17109,bert,6,384
deepspeech2-91,17238,deepspeech2,12,640
deepspeech2-92,17277,deepspeech2,12,640
cifar10-93,17414,cifar10,16,4096
bert-94,17521,bert,8,384
ncf-95,17749,ncf,1,32768
cifar10-96,17866,cifar10,16,4096
bert-97,18060,bert,12,384
cifar10-98,18115,cifar10,16,4096
cifar10-99,18139,cifar10,8,2048
cifar10-100,18211,cifar10,6,2048
ncf-101,18244,ncf,1,32768
ncf-102,18284,ncf,1,32768
yolov3-103,18385,yolov3,4,64
cifar10-104,18415,cifar10,12,4096
cifar10-105,18549,cifar10,12,4096
cifar10-106,18711,cifar10,12,4096
cifar10-107,18744,cifar10,16,4096
ncf-108,18800,ncf,1,32768
deepspeech2-109,18851,deepspeech2,12,640
ncf-110,18853,ncf,1,32768
bert-111,18925,bert,16,384
ncf-112,19084,ncf,1,32768
cifar10-113,19141,cifar10,8,2048
cifar10-114,19260,cifar10,6,2048
ncf-115,19331,ncf,1,32768
cifar10-116,19492,cifar10,16,4096
deepspeech2-117,19595,deepspeech2,12,640
ncf-118,19915,ncf,1,32768
cifar10-119,20057,cifar10,16,4096
cifar10-120,20362,cifar10,16,4096
cifar10-121,20530,cifar10,12,4096
ncf-122,20531,ncf,1,32768
ncf-123,20531,ncf,1,32768
cifar10-124,20548,cifar10,12,4096
cifar10-125,20673,cifar10,12,4096
cifar10-126,20694,cifar10,6,2048
cifar10-127,20742,cifar10,12,4096
cifar10-128,20884,cifar10,16,4096
ncf-129,20937,ncf,1,32768
cifar10-130,21132,cifar10,16,4096
ncf-131,21335,ncf,1,32768
ncf-132,21487,ncf,1,32768
yolov3-133,21615,yolov3,4,64
ncf-134,21680,ncf,1,32768
ncf-135,21732,ncf,1,32768
cifar10-136,21813,cifar10,8,2048
ncf-137,21894,ncf,1,32768
cifar10-138,22042,cifar10,16,4096
imagenet-139,22196,imagenet,24,3200
bert-140,22968,bert,12,384
cifar10-141,23480,cifar10,12,4096
cifar10-142,23609,cifar10,6,2048
cifar10-143,23641,cifar10,8,2048
deepspeech2-144,24063,deepspeech2,8,320
cifar10-145,24115,cifar10,6,2048
deepspeech2-146,24140,deepspeech2,12,640
deepspeech2-147,24263,deepspeech2,6,320
cifar10-148,24918,cifar10,8,2048
cifar10-149,25240,cifar10,8,2048
ncf-150,25553,ncf,1,32768
ncf-151,25640,ncf,1,32768
cifar10-152,25661,cifar10,8,2048
cifar10-153,25690,cifar10,12,4096
deepspeech2-154,26246,deepspeech2,12,640
cifar10-155,26565,cifar10,16,4096
bert-156,27082,bert,8,384
imagenet-157,27176,imagenet,24,3200
deepspeech2-158,27744,deepspeech2,6,320
deepspeech2-159,28253,deepspeech2,12,640
