name,time,application,num_replicas,batch_size
bert-80,11256,bert,6,384
ncf-81,11273,ncf,1,32768
deepspeech2-82,11288,deepspeech2,6,320
bert-83,11292,bert,6,384
cifar10-84,11446,cifar10,8,2048
deepspeech2-85,11491,deepspeech2,12,640
cifar10-86,11515,cifar10,6,2048
deepspeech2-87,11852,deepspeech2,12,640
ncf-88,12204,ncf,1,32768
ncf-89,12403,ncf,1,32768
ncf-90,12558,ncf,1,32768
ncf-91,12684,ncf,1,32768
cifar10-92,12866,cifar10,6,2048
cifar10-93,12869,cifar10,6,2048
cifar10-94,12938,cifar10,8,2048
ncf-95,13377,ncf,1,32768
cifar10-96,13650,cifar10,16,4096
cifar10-97,13918,cifar10,16,4096
cifar10-98,13935,cifar10,6,2048
ncf-99,14163,ncf,1,32768
cifar10-100,14331,cifar10,16,4096
ncf-101,14375,ncf,1,32768
cifar10-102,14377,cifar10,6,2048
cifar10-103,14377,cifar10,6,2048
cifar10-104,14569,cifar10,12,4096
bert-105,14708,bert,6,384
cifar10-106,14817,cifar10,8,2048
cifar10-107,14847,cifar10,6,2048
ncf-108,15115,ncf,1,32768
ncf-109,15563,ncf,1,32768
cifar10-110,15684,cifar10,8,2048
ncf-111,15727,ncf,1,32768
cifar10-112,15879,cifar10,8,2048
cifar10-113,16110,cifar10,12,4096
ncf-114,16319,ncf,1,32768
cifar10-115,16331,cifar10,16,4096
ncf-116,16437,ncf,1,32768
ncf-117,16560,ncf,1,32768
ncf-118,16585,ncf,1,32768
cifar10-119,16611,cifar10,12,4096
cifar10-120,16925,cifar10,6,2048
ncf-121,16939,ncf,1,32768
bert-122,16946,bert,6,384
cifar10-123,16957,cifar10,16,4096
ncf-124,17073,ncf,1,32768
bert-125,17490,bert,12,384
ncf-126,17515,ncf,1,32768
deepspeech2-127,17628,deepspeech2,8,320
imagenet-128,18010,imagenet,32,6400
cifar10-129,18159,cifar10,6,2048
ncf-130,18289,ncf,1,32768
deepspeech2-131,18300,deepspeech2,8,320
ncf-132,18391,ncf,1,32768
cifar10-133,18510,cifar10,8,2048
deepspeech2-134,18699,deepspeech2,12,640
cifar10-135,18707,cifar10,12,4096
cifar10-136,18759,cifar10,16,4096
ncf-137,18780,ncf,1,32768
ncf-138,18785,ncf,1,32768
ncf-139,18806,ncf,1,32768
bert-140,18837,bert,8,384
cifar10-141,18866,cifar10,16,4096
cifar10-142,18877,cifar10,6,2048
bert-143,19143,bert,8,384
deepspeech2-144,19165,deepspeech2,6,320
ncf-145,19202,ncf,1,32768
cifar10-146,19235,cifar10,6,2048
deepspeech2-147,19239,deepspeech2,6,320
ncf-148,19277,ncf,1,32768
cifar10-149,19306,cifar10,12,4096
cifar10-150,19316,cifar10,8,2048
ncf-151,19332,ncf,1,32768
ncf-152,19335,ncf,1,32768
cifar10-153,19393,cifar10,16,4096
bert-154,19414,bert,8,384
ncf-155,19450,ncf,1,32768
ncf-156,19475,ncf,1,32768
cifar10-157,19512,cifar10,12,4096
bert-158,19689,bert,8,384
bert-159,19823,bert,6,384
cifar10-160,20051,cifar10,6,2048
deepspeech2-161,20103,deepspeech2,8,320
cifar10-162,20139,cifar10,6,2048
cifar10-163,20269,cifar10,8,2048
cifar10-164,20313,cifar10,6,2048
cifar10-165,20463,cifar10,12,4096
ncf-166,20533,ncf,1,32768
deepspeech2-167,20574,deepspeech2,8,320
bert-168,20613,bert,12,384
cifar10-169,20643,cifar10,8,2048
cifar10-170,20665,cifar10,16,4096
ncf-171,20669,ncf,1,32768
ncf-172,20703,ncf,1,32768
cifar10-173,20726,cifar10,16,4096
cifar10-174,20727,cifar10,16,4096
ncf-175,20830,ncf,1,32768
ncf-176,20851,ncf,1,32768
deepspeech2-177,20876,deepspeech2,6,320
ncf-178,20953,ncf,1,32768
cifar10-179,20959,cifar10,8,2048
ncf-180,21008,ncf,1,32768
cifar10-181,21017,cifar10,6,2048
cifar10-182,21061,cifar10,16,4096
ncf-183,21070,ncf,1,32768
deepspeech2-184,21157,deepspeech2,8,320
cifar10-185,21190,cifar10,16,4096
cifar10-186,21209,cifar10,12,4096
ncf-187,21433,ncf,1,32768
deepspeech2-188,21563,deepspeech2,8,320
ncf-189,21686,ncf,1,32768
cifar10-190,21706,cifar10,16,4096
cifar10-191,21738,cifar10,12,4096
cifar10-192,21776,cifar10,6,2048
yolov3-193,21835,yolov3,4,64
cifar10-194,21886,cifar10,12,4096
cifar10-195,22332,cifar10,12,4096
deepspeech2-196,22528,deepspeech2,12,640
ncf-197,22743,ncf,1,32768
bert-198,22769,bert,16,384
deepspeech2-199,22783,deepspeech2,8,320
cifar10-200,22847,cifar10,8,2048
cifar10-201,23032,cifar10,8,2048
ncf-202,23040,ncf,1,32768
cifar10-203,23136,cifar10,16,4096
deepspeech2-204,23293,deepspeech2,8,320
ncf-205,23478,ncf,1,32768
imagenet-206,23900,imagenet,48,6400
ncf-207,24040,ncf,1,32768
cifar10-208,24096,cifar10,6,2048
cifar10-209,24132,cifar10,8,2048
ncf-210,24362,ncf,1,32768
ncf-211,24755,ncf,1,32768
ncf-212,24780,ncf,1,32768
ncf-213,24785,ncf,1,32768
cifar10-214,24855,cifar10,6,2048
ncf-215,24869,ncf,1,32768
cifar10-216,25071,cifar10,6,2048
cifar10-217,25125,cifar10,12,4096
cifar10-218,25129,cifar10,8,2048
ncf-219,25154,ncf,1,32768
cifar10-220,25679,cifar10,12,4096
ncf-221,25744,ncf,1,32768
cifar10-222,25875,cifar10,8,2048
ncf-223,25897,ncf,1,32768
ncf-224,25898,ncf,1,32768
cifar10-225,25932,cifar10,8,2048
bert-226,25952,bert,16,384
deepspeech2-227,25992,deepspeech2,8,320
deepspeech2-228,26080,deepspeech2,6,320
cifar10-229,26165,cifar10,8,2048
deepspeech2-230,26243,deepspeech2,12,640
deepspeech2-231,26251,deepspeech2,12,640
deepspeech2-232,26438,deepspeech2,12,640
deepspeech2-233,26622,deepspeech2,12,640
ncf-234,26853,ncf,1,32768
yolov3-235,26876,yolov3,4,64
ncf-236,27132,ncf,1,32768
bert-237,27142,bert,8,384
ncf-238,27229,ncf,1,32768
cifar10-239,28189,cifar10,8,2048
