name,time,application,num_replicas,batch_size
cifar10-151,19594,cifar10,8,2048
cifar10-152,19747,cifar10,8,2048
ncf-153,19847,ncf,1,32768
cifar10-154,19887,cifar10,16,4096
ncf-155,19931,ncf,1,32768
cifar10-156,20073,cifar10,6,2048
ncf-157,20105,ncf,1,32768
ncf-158,20148,ncf,1,32768
ncf-159,20192,ncf,1,32768
yolov3-160,20467,yolov3,4,64
ncf-161,20517,ncf,1,32768
yolov3-162,20545,yolov3,4,64
ncf-163,20625,ncf,1,32768
ncf-164,20704,ncf,1,32768
cifar10-165,20728,cifar10,16,4096
cifar10-166,20855,cifar10,12,4096
ncf-167,20870,ncf,1,32768
ncf-168,20873,ncf,1,32768
cifar10-169,20900,cifar10,16,4096
cifar10-170,20924,cifar10,16,4096
cifar10-171,20992,cifar10,12,4096
yolov3-172,21071,yolov3,4,64
cifar10-173,21113,cifar10,6,2048
ncf-174,21115,ncf,1,32768
deepspeech2-175,21135,deepspeech2,8,320
ncf-176,21177,ncf,1,32768
cifar10-177,21206,cifar10,8,2048
ncf-178,21208,ncf,1,32768
ncf-179,21550,ncf,1,32768
cifar10-180,21593,cifar10,12,4096
cifar10-181,21667,cifar10,8,2048
bert-182,21723,bert,16,384
bert-183,21732,bert,12,384
yolov3-184,21919,yolov3,4,64
cifar10-185,21920,cifar10,16,4096
ncf-186,22012,ncf,1,32768
ncf-187,22265,ncf,1,32768
cifar10-188,22468,cifar10,8,2048
ncf-189,22538,ncf,1,32768
cifar10-190,22932,cifar10,6,2048
yolov3-191,23219,yolov3,4,64
ncf-192,23312,ncf,1,32768
cifar10-193,23531,cifar10,6,2048
cifar10-194,23660,cifar10,8,2048
cifar10-195,23781,cifar10,12,4096
cifar10-196,23816,cifar10,8,2048
ncf-197,23882,ncf,1,32768
yolov3-198,24143,yolov3,4,64
ncf-199,24250,ncf,1,32768
cifar10-200,24300,cifar10,6,2048
ncf-201,24435,ncf,1,32768
ncf-202,24607,ncf,1,32768
cifar10-203,24732,cifar10,6,2048
ncf-204,24803,ncf,1,32768
ncf-205,24808,ncf,1,32768
cifar10-206,24985,cifar10,8,2048
cifar10-207,25188,cifar10,6,2048
ncf-208,25216,ncf,1,32768
ncf-209,25219,ncf,1,32768
ncf-210,25329,ncf,1,32768
ncf-211,25558,ncf,1,32768
cifar10-212,25587,cifar10,6,2048
ncf-213,25683,ncf,1,32768
bert-214,25741,bert,12,384
cifar10-215,25748,cifar10,8,2048
deepspeech2-216,25856,deepspeech2,6,320
yolov3-217,25896,yolov3,4,64
yolov3-218,25960,yolov3,4,64
cifar10-219,26024,cifar10,16,4096
ncf-220,26037,ncf,1,32768
deepspeech2-221,26143,deepspeech2,12,640
deepspeech2-222,26188,deepspeech2,12,640
bert-223,26311,bert,6,384
cifar10-224,26313,cifar10,16,4096
yolov3-225,26322,yolov3,4,64
bert-226,26381,bert,16,384
ncf-227,26406,ncf,1,32768
ncf-228,26436,ncf,1,32768
deepspeech2-229,26464,deepspeech2,12,640
cifar10-230,26515,cifar10,16,4096
cifar10-231,26532,cifar10,8,2048
cifar10-232,26532,cifar10,12,4096
bert-233,26644,bert,16,384
bert-234,26871,bert,8,384
bert-235,27106,bert,6,384
cifar10-236,27115,cifar10,6,2048
ncf-237,28335,ncf,1,32768
ncf-238,28388,ncf,1,32768
cifar10-239,28739,cifar10,6,2048
