name,time,application,num_replicas,batch_size
cifar10-85,11860,cifar10,16,4096
yolov3-86,11873,yolov3,4,64
ncf-87,12252,ncf,1,32768
cifar10-88,12518,cifar10,6,2048
cifar10-89,12543,cifar10,12,4096
ncf-90,12655,ncf,1,32768
ncf-91,12717,ncf,1,32768
ncf-92,12732,ncf,1,32768
deepspeech2-93,12849,deepspeech2,6,320
ncf-94,13019,ncf,1,32768
cifar10-95,13114,cifar10,16,4096
ncf-96,13413,ncf,1,32768
cifar10-97,13666,cifar10,16,4096
ncf-98,13742,ncf,1,32768
imagenet-99,13910,imagenet,48,6400
cifar10-100,13915,cifar10,6,2048
ncf-101,14132,ncf,1,32768
cifar10-102,14230,cifar10,6,2048
ncf-103,14296,ncf,1,32768
cifar10-104,14323,cifar10,6,2048
ncf-105,14464,ncf,1,32768
ncf-106,14531,ncf,1,32768
ncf-107,14773,ncf,1,32768
cifar10-108,14812,cifar10,16,4096
ncf-109,14925,ncf,1,32768
bert-110,14941,bert,16,384
cifar10-111,15016,cifar10,16,4096
yolov3-112,15148,yolov3,4,64
imagenet-113,15159,imagenet,48,6400
cifar10-114,15242,cifar10,6,2048
ncf-115,15629,ncf,1,32768
cifar10-116,15647,cifar10,16,4096
ncf-117,15674,ncf,1,32768
ncf-118,15715,ncf,1,32768
ncf-119,15814,ncf,1,32768
ncf-120,15881,ncf,1,32768
ncf-121,15890,ncf,1,32768
cifar10-122,15914,cifar10,8,2048
cifar10-123,16149,cifar10,16,4096
cifar10-124,16170,cifar10,8,2048
cifar10-125,16173,cifar10,6,2048
deepspeech2-126,16187,deepspeech2,6,320
ncf-127,16247,ncf,1,32768
yolov3-128,16271,yolov3,4,64
deepspeech2-129,16472,deepspeech2,8,320
ncf-130,16709,ncf,1,32768
bert-131,16918,bert,16,384
deepspeech2-132,16967,deepspeech2,8,320
ncf-133,17251,ncf,1,32768
ncf-134,17409,ncf,1,32768
ncf-135,17532,ncf,1,32768
deepspeech2-136,17535,deepspeech2,8,320
cifar10-137,17551,cifar10,6,2048
ncf-138,17622,ncf,1,32768
cifar10-139,17804,cifar10,8,2048
yolov3-140,17866,yolov3,4,64
cifar10-141,17921,cifar10,16,4096
deepspeech2-142,17977,deepspeech2,6,320
bert-143,18008,bert,6,384
bert-144,18411,bert,8,384
ncf-145,18435,ncf,1,32768
cifar10-146,18721,cifar10,6,2048
bert-147,18740,bert,8,384
cifar10-148,18753,cifar10,12,4096
ncf-149,18759,ncf,1,32768
deepspeech2-150,18773,deepspeech2,8,320
ncf-151,18805,ncf,1,32768
bert-152,18910,bert,8,384
cifar10-153,18931,cifar10,16,4096
deepspeech2-154,18995,deepspeech2,12,640
ncf-155,18996,ncf,1,32768
ncf-156,19056,ncf,1,32768
ncf-157,19206,ncf,1,32768
cifar10-158,19237,cifar10,12,4096
cifar10-159,19371,cifar10,12,4096
ncf-160,19380,ncf,1,32768
cifar10-161,19396,cifar10,16,4096
ncf-162,19401,ncf,1,32768
cifar10-163,19550,cifar10,12,4096
cifar10-164,19626,cifar10,16,4096
cifar10-165,19716,cifar10,12,4096
ncf-166,19749,ncf,1,32768
bert-167,19839,bert,8,384
cifar10-168,19918,cifar10,12,4096
ncf-169,19932,ncf,1,32768
bert-170,19991,bert,6,384
ncf-171,20003,ncf,1,32768
ncf-172,20057,ncf,1,32768
deepspeech2-173,20143,deepspeech2,6,320
cifar10-174,20153,cifar10,16,4096
bert-175,20274,bert,16,384
ncf-176,20299,ncf,1,32768
cifar10-177,20342,cifar10,8,2048
deepspeech2-178,20386,deepspeech2,12,640
yolov3-179,20478,yolov3,4,64
deepspeech2-180,20515,deepspeech2,8,320
ncf-181,20578,ncf,1,32768
ncf-182,20602,ncf,1,32768
ncf-183,20645,ncf,1,32768
cifar10-184,20696,cifar10,8,2048
cifar10-185,20778,cifar10,6,2048
deepspeech2-186,20808,deepspeech2,6,320
bert-187,21016,bert,16,384
ncf-188,21243,ncf,1,32768
ncf-189,21549,ncf,1,32768
ncf-190,21667,ncf,1,32768
ncf-191,21717,ncf,1,32768
ncf-192,21719,ncf,1,32768
ncf-193,21733,ncf,1,32768
ncf-194,21771,ncf,1,32768
ncf-195,22191,ncf,1,32768
cifar10-196,22300,cifar10,16,4096
cifar10-197,22555,cifar10,12,4096
ncf-198,22930,ncf,1,32768
ncf-199,22932,ncf,1,32768
deepspeech2-200,22968,deepspeech2,6,320
yolov3-201,23197,yolov3,4,64
bert-202,23424,bert,16,384
yolov3-203,24023,yolov3,4,64
ncf-204,24102,ncf,1,32768
ncf-205,24102,ncf,1,32768
ncf-206,24300,ncf,1,32768
deepspeech2-207,24524,deepspeech2,6,320
cifar10-208,24732,cifar10,16,4096
ncf-209,24926,ncf,1,32768
ncf-210,24932,ncf,1,32768
cifar10-211,24993,cifar10,12,4096
cifar10-212,25014,cifar10,8,2048
bert-213,25095,bert,6,384
cifar10-214,25302,cifar10,6,2048
ncf-215,25353,ncf,1,32768
cifar10-216,25391,cifar10,6,2048
ncf-217,25449,ncf,1,32768
imagenet-218,25511,imagenet,32,6400
ncf-219,25555,ncf,1,32768
cifar10-220,25591,cifar10,12,4096
ncf-221,25638,ncf,1,32768
cifar10-222,25706,cifar10,12,4096
cifar10-223,25717,cifar10,8,2048
cifar10-224,25866,cifar10,12,4096
cifar10-225,25916,cifar10,12,4096
ncf-226,26062,ncf,1,32768
ncf-227,26171,ncf,1,32768
ncf-228,26311,ncf,1,32768
cifar10-229,26604,cifar10,6,2048
ncf-230,26639,ncf,1,32768
yolov3-231,26788,yolov3,4,64
ncf-232,27012,ncf,1,32768
ncf-233,27014,ncf,1,32768
ncf-234,27101,ncf,1,32768
cifar10-235,27286,cifar10,16,4096
ncf-236,27458,ncf,1,32768
ncf-237,27578,ncf,1,32768
ncf-238,27759,ncf,1,32768
ncf-239,28755,ncf,1,32768
