name,time,application,num_replicas,batch_size
cifar10-93,13927,cifar10,16,4096
ncf-94,14065,ncf,1,32768
ncf-95,14135,ncf,1,32768
cifar10-96,14220,cifar10,12,4096
ncf-97,14242,ncf,1,32768
cifar10-98,14265,cifar10,12,4096
cifar10-99,14420,cifar10,12,4096
ncf-100,14439,ncf,1,32768
cifar10-101,14448,cifar10,8,2048
cifar10-102,14464,cifar10,12,4096
cifar10-103,14524,cifar10,12,4096
ncf-104,14533,ncf,1,32768
cifar10-105,14603,cifar10,6,2048
ncf-106,14735,ncf,1,32768
deepspeech2-107,14773,deepspeech2,8,320
ncf-108,14840,ncf,1,32768
ncf-109,14878,ncf,1,32768
cifar10-110,14906,cifar10,6,2048
bert-111,14912,bert,16,384
ncf-112,15010,ncf,1,32768
ncf-113,15056,ncf,1,32768
cifar10-114,15146,cifar10,6,2048
bert-115,15172,bert,16,384
cifar10-116,15262,cifar10,16,4096
cifar10-117,15406,cifar10,6,2048
cifar10-118,15563,cifar10,6,2048
cifar10-119,15602,cifar10,8,2048
ncf-120,15603,ncf,1,32768
ncf-121,15715,ncf,1,32768
yolov3-122,15790,yolov3,4,64
cifar10-123,15831,cifar10,8,2048
ncf-124,15840,ncf,1,32768
cifar10-125,15944,cifar10,16,4096
bert-126,15947,bert,12,384
cifar10-127,16331,cifar10,12,4096
ncf-128,16336,ncf,1,32768
ncf-129,16555,ncf,1,32768
cifar10-130,16734,cifar10,16,4096
ncf-131,16834,ncf,1,32768
imagenet-132,16882,imagenet,32,6400
ncf-133,17168,ncf,1,32768
ncf-134,17484,ncf,1,32768
cifar10-135,17553,cifar10,12,4096
ncf-136,17636,ncf,1,32768
cifar10-137,17739,cifar10,16,4096
ncf-138,17911,ncf,1,32768
deepspeech2-139,17987,deepspeech2,6,320
ncf-140,18115,ncf,1,32768
cifar10-141,18132,cifar10,8,2048
deepspeech2-142,18242,deepspeech2,6,320
deepspeech2-143,18488,deepspeech2,6,320
cifar10-144,18573,cifar10,12,4096
ncf-145,18660,ncf,1,32768
ncf-146,18719,ncf,1,32768
cifar10-147,18955,cifar10,6,2048
bert-148,18978,bert,12,384
ncf-149,18990,ncf,1,32768
bert-150,19083,bert,12,384
cifar10-151,19236,cifar10,12,4096
cifar10-152,19292,cifar10,12,4096
cifar10-153,19297,cifar10,6,2048
ncf-154,19331,ncf,1,32768
deepspeech2-155,19353,deepspeech2,12,640
cifar10-156,19362,cifar10,16,4096
cifar10-157,19395,cifar10,8,2048
ncf-158,19436,ncf,1,32768
deepspeech2-159,19436,deepspeech2,12,640
ncf-160,19464,ncf,1,32768
ncf-161,19658,ncf,1,32768
ncf-162,19743,ncf,1,32768
deepspeech2-163,19750,deepspeech2,12,640
cifar10-164,19760,cifar10,12,4096
ncf-165,19916,ncf,1,32768
ncf-166,19950,ncf,1,32768
ncf-167,20014,ncf,1,32768
cifar10-168,20056,cifar10,8,2048
ncf-169,20060,ncf,1,32768
ncf-170,20104,ncf,1,32768
ncf-171,20120,ncf,1,32768
ncf-172,20149,ncf,1,32768
cifar10-173,20156,cifar10,12,4096
cifar10-174,20310,cifar10,6,2048
deepspeech2-175,20440,deepspeech2,8,320
cifar10-176,20517,cifar10,16,4096
bert-177,20529,bert,12,384
ncf-178,20602,ncf,1,32768
ncf-179,20624,ncf,1,32768
cifar10-180,20677,cifar10,8,2048
ncf-181,20701,ncf,1,32768
cifar10-182,21069,cifar10,16,4096
ncf-183,21084,ncf,1,32768
ncf-184,21086,ncf,1,32768
cifar10-185,21089,cifar10,8,2048
ncf-186,21132,ncf,1,32768
cifar10-187,21170,cifar10,16,4096
imagenet-188,21308,imagenet,24,3200
cifar10-189,21324,cifar10,8,2048
ncf-190,21472,ncf,1,32768
bert-191,21474,bert,6,384
ncf-192,21521,ncf,1,32768
deepspeech2-193,21591,deepspeech2,12,640
cifar10-194,21604,cifar10,12,4096
cifar10-195,21664,cifar10,8,2048
deepspeech2-196,21712,deepspeech2,6,320
cifar10-197,21733,cifar10,16,4096
cifar10-198,21733,cifar10,12,4096
bert-199,21744,bert,6,384
bert-200,21833,bert,8,384
cifar10-201,21928,cifar10,12,4096
cifar10-202,22185,cifar10,12,4096
ncf-203,22311,ncf,1,32768
ncf-204,22697,ncf,1,32768
cifar10-205,23533,cifar10,6,2048
ncf-206,23642,ncf,1,32768
cifar10-207,23646,cifar10,16,4096
ncf-208,24012,ncf,1,32768
ncf-209,24116,ncf,1,32768
cifar10-210,24129,cifar10,8,2048
ncf-211,24480,ncf,1,32768
cifar10-212,24554,cifar10,6,2048
deepspeech2-213,24735,deepspeech2,6,320
ncf-214,24823,ncf,1,32768
cifar10-215,25003,cifar10,12,4096
ncf-216,25117,ncf,1,32768
ncf-217,25240,ncf,1,32768
cifar10-218,25555,cifar10,8,2048
cifar10-219,25682,cifar10,6,2048
cifar10-220,25691,cifar10,6,2048
ncf-221,25716,ncf,1,32768
ncf-222,25727,ncf,1,32768
cifar10-223,25744,cifar10,12,4096
ncf-224,25915,ncf,1,32768
cifar10-225,25931,cifar10,8,2048
cifar10-226,25933,cifar10,8,2048
bert-227,25971,bert,8,384
ncf-228,26532,ncf,1,32768
cifar10-229,26599,cifar10,6,2048
deepspeech2-230,26752,deepspeech2,6,320
imagenet-231,26786,imagenet,32,6400
deepspeech2-232,26817,deepspeech2,8,320
cifar10-233,27288,cifar10,8,2048
imagenet-234,27630,imagenet,32,6400
ncf-235,27654,ncf,1,32768
ncf-236,27694,ncf,1,32768
ncf-237,27695,ncf,1,32768
ncf-238,28315,ncf,1,32768
ncf-239,28332,ncf,1,32768
