name,time,application,num_replicas,batch_size
deepspeech2-158,19590,deepspeech2,8,320
ncf-159,19605,ncf,1,32768
cifar10-160,19615,cifar10,12,4096
yolov3-161,19855,yolov3,4,64
ncf-162,19975,ncf,1,32768
cifar10-163,20086,cifar10,16,4096
cifar10-164,20129,cifar10,6,2048
cifar10-165,20211,cifar10,16,4096
ncf-166,20352,ncf,1,32768
deepspeech2-167,20481,deepspeech2,8,320
ncf-168,20543,ncf,1,32768
bert-169,20652,bert,12,384
ncf-170,20707,ncf,1,32768
ncf-171,20708,ncf,1,32768
ncf-172,20803,ncf,1,32768
ncf-173,20804,ncf,1,32768
cifar10-174,20823,cifar10,6,2048
cifar10-175,20876,cifar10,8,2048
deepspeech2-176,20879,deepspeech2,12,640
bert-177,20907,bert,8,384
cifar10-178,20932,cifar10,6,2048
cifar10-179,21016,cifar10,12,4096
cifar10-180,21034,cifar10,8,2048
ncf-181,21061,ncf,1,32768
cifar10-182,21132,cifar10,16,4096
deepspeech2-183,21135,deepspeech2,6,320
ncf-184,21146,ncf,1,32768
cifar10-185,21212,cifar10,8,2048
ncf-186,21220,ncf,1,32768
deepspeech2-187,21303,deepspeech2,12,640
ncf-188,21332,ncf,1,32768
ncf-189,21512,ncf,1,32768
deepspeech2-190,21602,deepspeech2,8,320
cifar10-191,21715,cifar10,8,2048
ncf-192,21720,ncf,1,32768
cifar10-193,21777,cifar10,8,2048
ncf-194,21787,ncf,1,32768
bert-195,22492,bert,12,384
cifar10-196,22611,cifar10,8,2048
ncf-197,22673,ncf,1,32768
ncf-198,22713,ncf,1,32768
bert-199,23230,bert,12,384
ncf-200,23271,ncf,1,32768
cifar10-201,23548,cifar10,12,4096
ncf-202,23870,ncf,1,32768
cifar10-203,23929,cifar10,12,4096
cifar10-204,23967,cifar10,12,4096
ncf-205,23981,ncf,1,32768
ncf-206,24135,ncf,1,32768
deepspeech2-207,24156,deepspeech2,12,640
ncf-208,24250,ncf,1,32768
ncf-209,24732,ncf,1,32768
cifar10-210,24744,cifar10,6,2048
ncf-211,24835,ncf,1,32768
yolov3-212,25001,yolov3,4,64
ncf-213,25012,ncf,1,32768
cifar10-214,25041,cifar10,16,4096
cifar10-215,25079,cifar10,8,2048
cifar10-216,25166,cifar10,16,4096
cifar10-217,25255,cifar10,6,2048
cifar10-218,25262,cifar10,12,4096
bert-219,25358,bert,16,384
ncf-220,25573,ncf,1,32768
cifar10-221,25585,cifar10,16,4096
cifar10-222,25587,cifar10,6,2048
ncf-223,25591,ncf,1,32768
cifar10-224,25640,cifar10,12,4096
cifar10-225,25652,cifar10,12,4096
ncf-226,25854,ncf,1,32768
cifar10-227,25876,cifar10,6,2048
ncf-228,25901,ncf,1,32768
deepspeech2-229,25952,deepspeech2,6,320
ncf-230,26081,ncf,1,32768
cifar10-231,26149,cifar10,16,4096
ncf-232,26190,ncf,1,32768
cifar10-233,26226,cifar10,6,2048
ncf-234,26311,ncf,1,32768
deepspeech2-235,26533,deepspeech2,12,640
cifar10-236,26873,cifar10,8,2048
ncf-237,27131,ncf,1,32768
ncf-238,27665,ncf,1,32768
ncf-239,28319,ncf,1,32768
