name,time,application,num_replicas,batch_size
ncf-110,16245,ncf,1,32768
ncf-111,16346,ncf,1,32768
cifar10-112,16430,cifar10,12,4096
ncf-113,17026,ncf,1,32768
ncf-114,17035,ncf,1,32768
ncf-115,17515,ncf,1,32768
ncf-116,17565,ncf,1,32768
bert-117,17758,bert,8,384
ncf-118,17801,ncf,1,32768
deepspeech2-119,17829,deepspeech2,6,320
deepspeech2-120,17904,deepspeech2,12,640
bert-121,17986,bert,16,384
ncf-122,18058,ncf,1,32768
ncf-123,18105,ncf,1,32768
deepspeech2-124,18149,deepspeech2,12,640
cifar10-125,18202,cifar10,12,4096
cifar10-126,18206,cifar10,8,2048
cifar10-127,18246,cifar10,16,4096
ncf-128,18391,ncf,1,32768
deepspeech2-129,18461,deepspeech2,6,320
ncf-130,18519,ncf,1,32768
deepspeech2-131,18616,deepspeech2,12,640
bert-132,18618,bert,6,384
cifar10-133,18624,cifar10,16,4096
ncf-134,18705,ncf,1,32768
ncf-135,18719,ncf,1,32768
ncf-136,18732,ncf,1,32768
cifar10-137,18740,cifar10,6,2048
cifar10-138,18771,cifar10,12,4096
cifar10-139,18810,cifar10,16,4096
ncf-140,18818,ncf,1,32768
ncf-141,18870,ncf,1,32768
ncf-142,18870,ncf,1,32768
cifar10-143,18942,cifar10,12,4096
ncf-144,19029,ncf,1,32768
ncf-145,19052,ncf,1,32768
ncf-146,19160,ncf,1,32768
ncf-147,19213,ncf,1,32768
bert-148,19250,bert,16,384
deepspeech2-149,19267,deepspeech2,8,320
imagenet-150,19368,imagenet,24,3200
ncf-151,19382,ncf,1,32768
cifar10-152,19472,cifar10,12,4096
cifar10-153,19646,cifar10,8,2048
ncf-154,19698,ncf,1,32768
cifar10-155,19887,cifar10,12,4096
cifar10-156,19932,cifar10,16,4096
cifar10-157,19946,cifar10,6,2048
ncf-158,20043,ncf,1,32768
cifar10-159,20056,cifar10,12,4096
cifar10-160,20057,cifar10,8,2048
deepspeech2-161,20103,deepspeech2,12,640
deepspeech2-162,20147,deepspeech2,8,320
cifar10-163,20197,cifar10,6,2048
cifar10-164,20369,cifar10,16,4096
cifar10-165,20379,cifar10,12,4096
ncf-166,20387,ncf,1,32768
ncf-167,20454,ncf,1,32768
deepspeech2-168,20518,deepspeech2,8,320
cifar10-169,20550,cifar10,16,4096
cifar10-170,20557,cifar10,6,2048
bert-171,20572,bert,6,384
cifar10-172,20613,cifar10,12,4096
cifar10-173,20712,cifar10,6,2048
ncf-174,20909,ncf,1,32768
ncf-175,21133,ncf,1,32768
cifar10-176,21177,cifar10,8,2048
cifar10-177,21193,cifar10,8,2048
cifar10-178,21229,cifar10,16,4096
deepspeech2-179,21423,deepspeech2,12,640
ncf-180,21475,ncf,1,32768
cifar10-181,21481,cifar10,8,2048
ncf-182,21606,ncf,1,32768
deepspeech2-183,21758,deepspeech2,8,320
ncf-184,21810,ncf,1,32768
ncf-185,21815,ncf,1,32768
cifar10-186,22048,cifar10,12,4096
cifar10-187,22122,cifar10,12,4096
deepspeech2-188,22288,deepspeech2,12,640
ncf-189,22535,ncf,1,32768
cifar10-190,22578,cifar10,12,4096
bert-191,22643,bert,12,384
yolov3-192,22647,yolov3,4,64
cifar10-193,22653,cifar10,12,4096
ncf-194,22697,ncf,1,32768
ncf-195,22721,ncf,1,32768
ncf-196,22826,ncf,1,32768
ncf-197,22915,ncf,1,32768
deepspeech2-198,23309,deepspeech2,12,640
ncf-199,23332,ncf,1,32768
yolov3-200,23498,yolov3,4,64
cifar10-201,23532,cifar10,8,2048
ncf-202,23660,ncf,1,32768
imagenet-203,23765,imagenet,24,3200
cifar10-204,24012,cifar10,12,4096
bert-205,24110,bert,6,384
cifar10-206,24202,cifar10,8,2048
ncf-207,24233,ncf,1,32768
ncf-208,24258,ncf,1,32768
ncf-209,24816,ncf,1,32768
ncf-210,24884,ncf,1,32768
cifar10-211,24934,cifar10,16,4096
ncf-212,25054,ncf,1,32768
deepspeech2-213,25145,deepspeech2,6,320
ncf-214,25254,ncf,1,32768
bert-215,25670,bert,8,384
ncf-216,25726,ncf,1,32768
cifar10-217,25750,cifar10,12,4096
ncf-218,25762,ncf,1,32768
ncf-219,25782,ncf,1,32768
ncf-220,25915,ncf,1,32768
ncf-221,26014,ncf,1,32768
cifar10-222,26412,cifar10,6,2048
ncf-223,26515,ncf,1,32768
ncf-224,26525,ncf,1,32768
cifar10-225,26530,cifar10,6,2048
deepspeech2-226,26599,deepspeech2,8,320
yolov3-227,26756,yolov3,4,64
deepspeech2-228,27019,deepspeech2,8,320
yolov3-229,27077,yolov3,4,64
yolov3-230,27132,yolov3,4,64
cifar10-231,27286,cifar10,6,2048
bert-232,27305,bert,8,384
cifar10-233,27403,cifar10,12,4096
yolov3-234,27668,yolov3,4,64
cifar10-235,27719,cifar10,8,2048
cifar10-236,27731,cifar10,8,2048
ncf-237,28206,ncf,1,32768
cifar10-238,28332,cifar10,16,4096
ncf-239,28674,ncf,1,32768
